,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,training_stress_scoreâ,grit,flow,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
17,17,2019-10-14,Running,False,Longview Running,5.24,720,00:46:44,159,185,150,159,0 days 00:08:55,0 days 00:07:25,121,200,1.2,0.0,0.0,0.0,0.0,0.0,46:44,0:00,0.0,0:00,No,01:52.82,6,0.0,5,garmin,0,23.091603053435115,0.9085714285714286,9.869158878504674,6.728971962616823,9.869253260333814,10.862385663889418
18,18,2019-10-17,Running,False,Longview Running,7.24,"1,009",01:07:00,156,175,151,158,0 days 00:09:15,0 days 00:08:06,180,226,1.15,0.0,0.0,0.0,0.0,0.0,1:07:00,0:00,0.0,0:00,No,02:10.28,8,0.0,5,garmin,0,24.861878453038674,0.8914285714285715,9.513513513513514,6.486486486486487,9.513618978565058,10.672328982364647
19,19,2019-10-19,Running,False,Longview Running,12.03,"1,778",01:54:49,165,180,148,160,0 days 00:09:32,0 days 00:08:19,417,479,1.14,0.0,0.0,0.0,0.0,0.0,1:54:49,0:00,0.0,0:00,No,00:24.23,13,0.0,5,garmin,0,34.66334164588529,0.9428571428571428,9.23076923076923,6.293706293706294,9.230968149751634,9.790420764888097
20,20,2019-10-23,Running,False,Longview Running,7.18,993,01:10:07,150,172,149,156,0 days 00:09:46,0 days 00:08:26,161,243,1.11,0.0,0.0,0.0,0.0,0.0,1:10:07,0:00,0.0,0:00,No,01:46.36,8,0.0,5,garmin,0,22.42339832869081,0.8571428571428571,9.010238907849828,6.143344709897611,9.010320160843527,10.512040187650783
21,21,2019-10-26,Running,False,Falmouth Running,13.14,"1,922",01:51:45,175,190,149,214,0 days 00:08:30,0 days 00:06:30,220,331,1.27,0.0,0.0,0.0,0.0,0.0,1:51:45,0:00,0.0,0:00,No,01:07.58,14,0.0,5,garmin,1,16.7427701674277,1.0,10.352941176470587,7.0588235294117645,10.35299322631614,10.35299322631614
22,22,2019-10-30,Running,False,Longview Running,9.5,"1,490",01:27:17,174,196,148,158,0 days 00:09:11,0 days 00:07:10,427,505,1.19,0.0,0.0,0.0,0.0,0.0,1:27:17,0:00,0.0,0:00,No,05:30.28,10,0.0,5,garmin,0,44.94736842105263,0.9942857142857143,9.582577132486387,6.533575317604355,9.58292433683396,9.637998614631856
23,23,2019-10-31,Running,False,Longview Running,5.23,728,00:48:21,159,181,153,158,0 days 00:09:15,0 days 00:08:38,144,259,1.14,0.0,0.0,0.0,0.0,0.0,48:21,0:00,0.0,0:00,No,02:02.63,6,0.0,5,garmin,0,27.53346080305927,0.9085714285714286,9.513513513513514,6.486486486486487,9.513642862119543,10.47099057151522
24,24,2019-11-02,Running,False,Longview Running,12.23,"1,759",02:02:44,162,177,145,164,0 days 00:10:02,0 days 00:07:54,489,564,1.11,0.0,0.0,0.0,0.0,0.0,2:02:44,0:00,0.0,0:00,No,09:14.92,11,0.0,5,garmin,0,39.98364677023712,0.9257142857142857,8.770764119601328,5.980066445182724,8.771015596542204,9.474862527128925
25,25,2019-11-03,Running,False,Longview Running,3.0,215,00:24:21,170,184,154,160,0 days 00:08:07,0 days 00:07:40,23,102,1.29,0.0,0.0,0.0,0.0,0.0,24:21,0:00,0.0,0:00,No,00:00.00,1,0.0,5,garmin,0,7.666666666666667,0.9714285714285714,10.84188911704312,7.392197125256673,10.841900546354225,11.160779974188173
26,26,2019-11-05,Running,False,Longview Running,6.0,467,00:56:47,157,176,150,156,0 days 00:09:28,0 days 00:07:29,180,272,1.13,0.0,0.0,0.0,0.0,0.0,56:47,0:00,0.0,0:00,No,00:00.00,1,0.0,5,garmin,0,30.0,0.8971428571428571,9.295774647887322,6.338028169014084,9.295924694691704,10.361699500452536
27,27,2019-11-06,Running,False,Longview Running,6.04,936,00:53:23,173,189,147,157,0 days 00:08:51,0 days 00:07:23,197,285,1.24,0.0,0.0,0.0,0.0,0.0,53:23,0:00,0.0,0:00,No,00:00.00,1,0.0,5,garmin,0,32.615894039735096,0.9885714285714285,9.943502824858758,6.779661016949153,9.943692537378732,10.058648520469816
28,29,2019-11-09,Running,False,Longview Running,12.06,"1,796",01:52:43,163,182,150,158,0 days 00:09:21,0 days 00:08:06,515,604,1.15,0.0,0.0,0.0,0.0,0.0,1:52:43,0:00,0.0,0:00,No,00:00.00,1,0.0,5,garmin,0,42.70315091210613,0.9314285714285714,9.411764705882351,6.4171122994652405,9.412072518176164,10.104985832397722
29,30,2019-11-12,Running,False,Longview Running,5.28,713,00:46:00,155,178,152,165,0 days 00:08:43,0 days 00:07:44,108,220,1.21,0.0,0.0,0.0,0.0,0.0,46:00,0:00,0.0,0:00,No,02:14.72,6,0.0,5,garmin,0,20.454545454545453,0.8857142857142857,10.095602294455066,6.8833652007648185,10.095678049651632,11.398346185090553
30,32,2019-11-18,Running,False,Longview Running,9.16,"1,199",01:27:41,145,167,148,156,0 days 00:09:35,0 days 00:07:47,193,204,1.14,0.0,0.0,0.0,0.0,0.0,1:27:41,0:00,0.0,0:00,No,01:23.71,10,0.0,5,garmin,0,21.069868995633186,0.8285714285714286,9.182608695652172,6.260869565217391,9.182681807907143,11.082547009543102
31,34,2019-11-20,Running,False,Longview Running,8.02,"1,169",01:09:45,164,184,150,159,0 days 00:08:42,0 days 00:07:29,266,335,1.24,0.0,0.0,0.0,0.0,0.0,1:09:45,0:00,0.0,0:00,No,00:10.55,9,0.0,5,garmin,0,33.16708229426434,0.9371428571428572,10.114942528735632,6.8965517241379315,10.115142089809071,10.793596742174314
32,35,2019-11-21,Running,False,Longview Running,4.05,610,00:36:29,167,180,149,156,0 days 00:09:01,0 days 00:07:41,20,85,1.2,0.0,0.0,0.0,0.0,0.0,36:29,0:00,0.0,0:00,No,00:24.100,5,0.0,5,garmin,0,4.938271604938272,0.9542857142857143,9.759704251386319,6.6543438077634,9.759708520017835,10.227239467084557
33,37,2019-11-23,Running,False,Longview Running,15.2,"2,046",02:23:06,154,175,145,173,0 days 00:09:25,0 days 00:07:36,449,620,1.18,0.0,0.0,0.0,0.0,0.0,2:23:06,0:00,0.0,0:00,No,01:48.52,16,0.0,5,garmin,0,29.539473684210527,0.88,9.345132743362832,6.371681415929204,9.345278991297569,10.619635217383601
34,39,2019-11-28,Running,False,Gregg County Running,7.0,"1,060",01:01:00,170,193,150,160,0 days 00:08:43,0 days 00:07:19,472,643,1.23,0.0,0.0,0.0,0.0,0.0,1:01:00,0:00,0.0,0:00,No,00:02.52,8,0.0,5,garmin,0,67.42857142857143,0.9714285714285714,10.095602294455066,6.8833652007648185,10.096425493019286,10.393379183990442
35,40,2019-11-29,Running,False,Longview Running,5.26,712,00:49:21,150,165,142,158,0 days 00:09:23,0 days 00:07:33,108,177,1.21,0.0,0.0,0.0,0.0,0.0,49:21,0:00,0.0,0:00,No,02:16.93,6,0.0,5,garmin,0,20.53231939163498,0.8571428571428571,9.378330373001775,6.394316163410302,9.378401282117217,10.941468162470088
36,41,2019-12-01,Running,False,Longview Running,15.0,"2,335",02:29:03,168,183,142,184,0 days 00:09:56,0 days 00:06:41,489,587,1.14,0.0,0.0,0.0,0.0,0.0,2:29:03,0:00,0.0,0:00,No,09:01.63,15,0.0,5,garmin,0,32.6,0.96,8.859060402684563,6.040268456375839,8.859229260389935,9.228363812906181
37,42,2019-12-03,Running,False,Longview Running,5.19,746,00:48:50,154,174,152,162,0 days 00:09:24,0 days 00:07:44,138,187,1.13,0.0,0.0,0.0,0.0,0.0,48:50,0:00,0.0,0:00,No,01:46.09,6,0.0,5,garmin,0,26.589595375722542,0.88,9.361702127659573,6.382978723404255,9.361820835029116,10.638432767078541
38,44,2019-12-05,Running,False,Longview Running,4.5,635,00:38:46,164,174,152,160,0 days 00:08:37,0 days 00:07:39,154,226,1.23,0.0,0.0,0.0,0.0,0.0,38:46,0:00,0.0,0:00,No,04:33.82,5,0.0,5,garmin,0,34.22222222222222,0.9371428571428572,10.212765957446807,6.963249516441006,10.2129804723115,10.897997455210442
39,45,2019-12-05,Running,False,Longview Running,1.02,153,00:09:37.5,161,169,148,160,0 days 00:09:25,0 days 00:07:59,36,13,1.16,0.0,0.0,0.0,0.0,0.0,9:37.5,0:00,0.0,0:00,No,00:10.52,2,0.0,5,garmin,0,35.294117647058826,0.92,9.345132743362832,6.371681415929204,9.345341522664564,10.157979915939743
40,46,2019-12-07,Running,False,Longview Running,17.04,"2,278",02:38:37,156,180,147,158,0 days 00:09:18,0 days 00:07:54,728,814,1.18,0.0,0.0,0.0,0.0,0.0,2:38:37,0:00,0.0,0:00,No,00:22.96,18,0.0,5,garmin,0,42.72300469483568,0.8914285714285715,9.462365591397848,6.451612903225806,9.462675346417017,10.615180677070372
41,48,2019-12-14,Running,False,Longview Running,9.02,"1,438",01:23:50,170,187,148,164,0 days 00:09:18,0 days 00:07:59,230,322,1.17,0.0,0.0,0.0,0.0,0.0,1:23:50,0:00,0.0,0:00,No,00:13.06,10,0.0,5,garmin,0,25.49889135254989,0.9714285714285714,9.462365591397848,6.451612903225806,9.462475933676348,9.740784049372712
42,49,2019-12-15,Running,False,Galveston Running,13.03,"1,886",02:02:46,166,180,146,163,0 days 00:09:25,0 days 00:08:16,26,102,1.17,0.0,0.0,0.0,0.0,0.0,2:02:46,0:00,0.0,0:00,No,00:12.19,14,0.0,5,garmin,1,1.9953952417498082,0.9485714285714286,9.345132743362832,6.371681415929204,9.34513341070026,9.851797270316538
