,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,training_stress_scoreâ,grit,flow,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
128,169,2019-10-31 05:04:02,Running,2019-10-31 05:04:02,False,Longview Running,5.23,728,00:48:21,159,181,153,158,0 days 00:09:15,0 days 00:08:38,144,259,1.14,0.0,0.0,0.0,0.0,0.0,48:21,0:00,0.0,0:00,No,02:02.63,6,0.0,5,garmin,0,27.53346080305927,0.9085714285714286,9.513513513513514,6.486486486486487,9.513642862119543,10.47099057151522
129,170,2019-10-30 04:33:55,Running,2019-10-30 04:33:55,False,Longview Running,9.5,"1,490",01:27:17,174,196,148,158,0 days 00:09:11,0 days 00:07:10,427,505,1.19,0.0,0.0,0.0,0.0,0.0,1:27:17,0:00,0.0,0:00,No,05:30.28,10,0.0,5,garmin,0,44.94736842105263,0.9942857142857143,9.582577132486387,6.533575317604355,9.58292433683396,9.637998614631856
130,171,2019-10-26 07:31:57,Running,2019-10-26 07:31:57,False,Falmouth Running,13.14,"1,922",01:51:45,175,190,149,214,0 days 00:08:30,0 days 00:06:30,220,331,1.27,0.0,0.0,0.0,0.0,0.0,1:51:45,0:00,0.0,0:00,No,01:07.58,14,0.0,5,garmin,0,16.7427701674277,1.0,10.352941176470587,7.0588235294117645,10.35299322631614,10.35299322631614
131,172,2019-10-23 05:03:26,Running,2019-10-23 05:03:26,False,Longview Running,7.18,993,01:10:07,150,172,149,156,0 days 00:09:46,0 days 00:08:26,161,243,1.11,0.0,0.0,0.0,0.0,0.0,1:10:07,0:00,0.0,0:00,No,01:46.36,8,0.0,5,garmin,0,22.42339832869081,0.8571428571428571,9.010238907849828,6.143344709897611,9.010320160843527,10.512040187650783
132,173,2019-10-19 06:08:00,Running,2019-10-19 06:08:00,False,Longview Running,12.03,"1,778",01:54:49,165,180,148,160,0 days 00:09:32,0 days 00:08:19,417,479,1.14,0.0,0.0,0.0,0.0,0.0,1:54:49,0:00,0.0,0:00,No,00:24.23,13,0.0,5,garmin,0,34.66334164588529,0.9428571428571428,9.23076923076923,6.293706293706294,9.230968149751634,9.790420764888097
133,174,2019-10-17 05:06:42,Running,2019-10-17 05:06:42,False,Longview Running,7.24,"1,009",01:07:00,156,175,151,158,0 days 00:09:15,0 days 00:08:06,180,226,1.15,0.0,0.0,0.0,0.0,0.0,1:07:00,0:00,0.0,0:00,No,02:10.28,8,0.0,5,garmin,0,24.861878453038674,0.8914285714285715,9.513513513513514,6.486486486486487,9.513618978565058,10.672328982364647
134,175,2019-10-14 05:03:46,Running,2019-10-14 05:03:46,False,Longview Running,5.24,720,00:46:44,159,185,150,159,0 days 00:08:55,0 days 00:07:25,121,200,1.2,0.0,0.0,0.0,0.0,0.0,46:44,0:00,0.0,0:00,No,01:52.82,6,0.0,5,garmin,0,23.091603053435115,0.9085714285714286,9.869158878504674,6.728971962616823,9.869253260333814,10.862385663889418
135,176,2019-10-12 05:07:43,Running,2019-10-12 05:07:43,False,Longview Running,12.0,"1,700",01:57:56,158,181,151,160,0 days 00:09:50,0 days 00:08:36,551,604,1.08,0.0,0.0,0.0,0.0,0.0,1:57:56,0:00,0.0,0:00,No,09:24.76,12,0.0,5,garmin,0,45.916666666666664,0.9028571428571428,8.94915254237288,6.101694915254237,8.949490931628432,9.912410841993518
136,177,2019-10-08 05:04:32,Running,2019-10-08 05:04:32,False,Longview Running,5.12,708,00:50:27,148,164,151,156,0 days 00:09:51,0 days 00:08:36,121,194,1.08,0.0,0.0,0.0,0.0,0.0,50:27,0:00,0.0,0:00,No,01:12.90,6,0.0,5,garmin,0,23.6328125,0.8457142857142858,8.934010152284264,6.091370558375635,8.934099642848123,10.563969172286631
137,178,2019-10-07 12:11:32,Running,2019-10-07 12:11:32,False,Longview Running,5.0,707,00:42:57,170,186,147,162,0 days 00:08:36,0 days 00:07:18,180,217,1.27,0.0,0.0,0.0,0.0,0.0,42:57,0:00,0.0,0:00,No,08:25.85,5,0.0,5,garmin,0,36.0,0.9714285714285714,10.232558139534882,6.976744186046512,10.232795980322551,10.533760567979098
138,179,2019-10-05 06:05:57,Running,2019-10-05 06:05:57,False,Longview Running,12.01,"1,771",01:58:45,162,182,147,157,0 days 00:09:53,0 days 00:07:19,584,676,1.11,0.0,0.0,0.0,0.0,0.0,1:58:45,0:00,0.0,0:00,No,00:07.43,13,0.0,5,garmin,0,48.62614487926728,0.9257142857142857,8.903878583473862,6.070826306913997,8.90425616597548,9.618795241022896
139,180,2019-10-03 05:03:45,Running,2019-10-03 05:03:45,False,Longview Running,5.13,719,00:48:20,156,180,149,158,0 days 00:09:25,0 days 00:08:16,315,384,1.15,0.0,0.0,0.0,0.0,0.0,48:20,0:00,0.0,0:00,No,01:19.21,6,0.0,5,garmin,0,61.40350877192983,0.8914285714285715,9.345132743362832,6.371681415929204,9.345764659328452,10.484030867836404
140,181,2019-10-02 04:34:27,Running,2019-10-02 04:34:27,False,Longview Running,7.01,964,01:04:42,159,182,149,157,0 days 00:09:14,0 days 00:06:58,653,705,1.17,0.0,0.0,0.0,0.0,0.0,1:04:42,0:00,0.0,0:00,No,00:07.39,8,0.0,5,garmin,0,93.15263908701854,0.9085714285714286,9.530685920577618,6.498194945848376,9.532169062985835,10.491381044166799
141,182,2019-10-01 05:05:02,Running,2019-10-01 05:05:02,False,Longview Running,5.27,722,00:49:08,158,183,149,155,0 days 00:09:19,0 days 00:08:19,138,184,1.16,0.0,0.0,0.0,0.0,0.0,49:08,0:00,0.0,0:00,No,02:23.91,6,0.0,5,garmin,0,26.18595825426945,0.9028571428571428,9.445438282647585,6.440071556350627,9.445554443167131,10.461848275659797
142,183,2019-09-28 06:03:09,Running,2019-09-28 06:03:09,False,Longview Running,5.01,792,00:53:26,165,177,142,160,0 days 00:10:40,0 days 00:08:33,164,187,1.06,0.0,0.0,0.0,0.0,0.0,53:26,0:00,0.0,0:00,No,00:03.15,6,0.0,5,garmin,0,32.734530938123754,0.9428571428571428,8.25,5.625,8.250158549245276,8.750168158290444
143,184,2019-09-28 05:02:44,Running,2019-09-28 05:02:44,False,Longview Running,5.21,731,00:50:49,155,176,149,156,0 days 00:09:45,0 days 00:07:49,427,476,1.11,0.0,0.0,0.0,0.0,0.0,50:49,0:00,0.0,0:00,No,01:57.41,6,0.0,5,garmin,0,81.95777351247601,0.8857142857142857,9.025641025641026,6.153846153846154,9.026728288021472,10.191467421959727
144,185,2019-09-27 11:57:38,Running,2019-09-27 11:57:38,False,Longview Running,3.01,430,00:26:17,173,193,148,157,0 days 00:08:45,0 days 00:07:27,7,59,1.25,0.0,0.0,0.0,0.0,0.0,26:17,0:00,0.0,0:00,No,00:03.77,4,0.0,5,garmin,0,2.3255813953488373,0.9885714285714285,10.057142857142855,6.857142857142857,10.057143832671095,10.173411391430298
145,186,2019-09-25 05:38:48,Running,2019-09-25 05:38:48,False,Longview Running,1.03,147,00:08:58.6,174,187,149,157,0 days 00:08:45,0 days 00:07:46,161,138,1.24,0.0,0.0,0.0,0.0,0.0,8:58.6,0:00,0.0,0:00,No,00:12.47,2,0.0,5,garmin,0,156.31067961165047,0.9942857142857143,10.057142857142855,6.857142857142857,10.061549003885517,10.119373998160722
146,187,2019-09-25 04:33:14,Running,2019-09-25 04:33:14,False,Longview Running,5.97,867,01:03:29,152,177,139,155,0 days 00:10:38,0 days 00:08:41,256,325,1.09,0.0,0.0,0.0,0.0,0.0,1:03:29,0:00,0.0,0:00,No,09:42.43,6,0.0,5,garmin,0,42.88107202680067,0.8685714285714285,8.275862068965516,5.6426332288401255,8.276134991572086,9.5284448916126
147,188,2019-09-24 05:04:00,Running,2019-09-24 05:04:00,False,Longview Running,5.72,850,00:56:23,164,192,140,158,0 days 00:09:52,0 days 00:08:09,226,299,1.16,0.0,0.0,0.0,0.0,0.0,56:23,0:00,0.0,0:00,No,06:17.31,6,0.0,5,garmin,0,39.51048951048951,0.9371428571428572,8.918918918918918,6.081081081081081,8.91916862729839,9.517405547422062
148,189,2019-09-23 05:04:35,Running,2019-09-23 05:04:35,False,Longview Running,5.88,841,00:57:21,161,183,147,160,0 days 00:09:46,0 days 00:08:32,210,285,1.12,0.0,0.0,0.0,0.0,0.0,57:21,0:00,0.0,0:00,No,08:33.60,6,0.0,5,garmin,0,35.714285714285715,0.92,9.010238907849828,6.143344709897611,9.010445026569275,9.793961985401387
149,190,2019-09-21 06:48:47,Running,2019-09-21 06:48:47,False,Dallas Running,9.1,"1,426",01:34:34,171,191,137,213,0 days 00:10:24,0 days 00:08:13,144,230,1.13,0.0,0.0,0.0,0.0,0.0,1:34:34,0:00,0.0,0:00,No,00:53.44,10,0.0,5,garmin,0,15.824175824175825,0.9771428571428571,8.461538461538462,5.769230769230769,8.46157646233644,8.659508075490509
150,191,2019-09-17 05:04:19,Running,2019-09-17 05:04:19,False,Longview Running,5.1,801,00:51:54,170,191,146,154,0 days 00:10:10,0 days 00:08:02,108,154,1.08,0.0,0.0,0.0,0.0,0.0,51:54,0:00,0.0,0:00,No,00:57.57,6,0.0,5,garmin,0,21.176470588235297,0.9714285714285714,8.655737704918034,5.901639344262295,8.65580732133371,8.910389889608231
151,192,2019-09-13 05:06:30,Running,2019-09-13 05:06:30,False,Longview Running,5.22,781,00:51:13,166,184,146,156,0 days 00:09:49,0 days 00:08:33,230,305,1.12,0.0,0.0,0.0,0.0,0.0,51:13,0:00,0.0,0:00,No,02:05.03,6,0.0,5,garmin,0,44.06130268199234,0.9485714285714286,8.96434634974533,6.112054329371817,8.964658474268854,9.45069417468102
152,193,2019-09-11 04:33:36,Running,2019-09-11 04:33:36,False,Longview Running,7.0,"1,064",01:09:03,168,188,147,155,0 days 00:09:52,0 days 00:08:44,338,404,1.11,0.0,0.0,0.0,0.0,0.0,1:09:03,0:00,0.0,0:00,No,00:02.50,8,0.0,5,garmin,0,48.285714285714285,0.96,8.918918918918918,6.081081081081081,8.919291862052624,9.290929022971484
153,194,2019-09-09 04:48:37,Running,2019-09-09 04:48:37,False,Longview Running,5.2,720,00:50:55,155,180,147,155,0 days 00:09:48,0 days 00:08:02,121,197,1.12,0.0,0.0,0.0,0.0,0.0,50:55,0:00,0.0,0:00,No,01:42.73,6,0.0,5,garmin,0,23.26923076923077,0.8857142857142857,8.979591836734693,6.122448979591836,8.979679037581098,10.13834730049479
154,196,2019-09-06 17:09:42,Running,2019-09-06 17:09:42,False,Running,0.0,0,00:00:01.0,112,112,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0:01.0,0:00,0.0,0:00,No,00:00.00,1,0.0,5,garmin,0,,0.64,0.0,0.0,,
155,198,2019-09-01 07:07:54,Running,2019-09-01 07:07:54,False,Yamhill County Running,13.15,"1,886",02:06:41,168,189,147,158,0 days 00:09:38,0 days 00:07:28,463,591,1.14,0.0,0.0,0.0,0.0,0.0,2:06:41,0:00,0.0,0:00,No,01:22.61,14,0.0,5,garmin,0,35.20912547528517,0.96,9.134948096885813,6.228373702422146,9.135151198741683,9.515782498689253
156,200,2019-08-21 05:58:01,Running,2019-08-21 05:58:01,False,Longview Running,6.5,975,01:10:09,164,185,137,158,0 days 00:10:47,0 days 00:08:21,194,269,1.08,0.0,0.0,0.0,0.0,0.0,1:10:09,0:00,0.0,0:00,No,05:18.14,7,0.0,5,garmin,0,29.846153846153847,0.9371428571428572,8.160741885625965,5.564142194744977,8.160872263855278,8.708247842528499
157,202,2019-08-18 06:34:33,Running,2019-08-18 06:34:33,False,Longview Running,8.25,"1,187",01:29:30,160,183,139,157,0 days 00:10:51,0 days 00:08:02,449,515,1.07,0.0,0.0,0.0,0.0,0.0,1:29:30,0:00,0.0,0:00,No,02:40.60,9,0.0,5,garmin,0,54.42424242424242,0.9142857142857143,8.110599078341012,5.529953917050691,8.111029930568897,8.871438986559731
158,209,2019-08-06 10:27:46,Running,2019-08-06 10:27:46,False,Longview Running,3.04,437,00:30:06,167,181,146,157,0 days 00:09:54,0 days 00:07:34,7,82,1.11,0.0,0.0,0.0,0.0,0.0,30:06,0:00,0.0,0:00,No,00:29.17,4,0.0,5,garmin,0,2.3026315789473686,0.9542857142857143,8.888888888888888,6.0606060606060606,8.888889734164868,9.31470481125061
159,212,2019-08-01 19:32:10,Running,2019-08-01 19:32:10,False,Longview Running,4.1,599,00:40:25,168,181,145,155,0 days 00:09:52,0 days 00:07:54,46,46,1.12,0.0,0.0,0.0,0.0,0.0,40:25,0:00,0.0,0:00,No,00:53.17,5,0.0,5,garmin,0,11.219512195121952,0.96,8.918918918918918,6.081081081081081,8.91893905439186,9.290561514991522
160,214,2019-07-29 08:32:37,Running,2019-07-29 08:32:37,False,Sonoma Running,3.0,441,00:32:21,160,183,138,160,0 days 00:10:47,0 days 00:07:08,200,249,1.07,0.0,0.0,0.0,0.0,0.0,32:21,0:00,0.0,0:00,No,09:10.18,3,0.0,5,garmin,0,66.66666666666667,0.9142857142857143,8.160741885625965,5.564142194744977,8.161392362670725,8.926522896671106
161,215,2019-07-28 06:07:43,Running,2019-07-28 06:07:43,False,Sonoma Running,4.06,575,00:38:43,168,183,139,158,0 days 00:09:32,0 days 00:06:57,43,95,1.21,0.0,0.0,0.0,0.0,0.0,38:43,0:00,0.0,0:00,No,00:36.22,5,0.0,5,garmin,0,10.591133004926109,0.96,9.23076923076923,6.293706293706294,9.230787801306137,9.615403959693893
162,216,2019-07-24 11:56:32,Running,2019-07-24 11:56:32,False,Longview Running,4.01,605,00:39:12,176,190,145,155,0 days 00:09:46,0 days 00:07:41,13,43,1.14,0.0,0.0,0.0,0.0,0.0,39:12,0:00,0.0,0:00,No,00:08.11,5,0.0,5,garmin,0,3.2418952618453867,1.0057142857142858,9.010238907849828,6.143344709897611,9.010240606235762,8.959046057336694
163,217,2019-07-22 07:00:57,Running,2019-07-22 07:00:57,False,Longview Running,3.17,456,00:33:07,163,186,137,159,0 days 00:10:26,0 days 00:07:45,144,210,1.12,0.0,0.0,0.0,0.0,0.0,33:07,0:00,0.0,0:00,No,01:53.44,4,0.0,5,garmin,0,45.42586750788644,0.9314285714285714,8.434504792332268,5.7507987220447285,8.4348169400559,9.055785058342224
164,218,2019-07-16 12:02:45,Running,2019-07-16 12:02:45,False,Longview Running,3.0,456,00:32:30,169,185,143,154,0 days 00:10:49,0 days 00:07:20,7,26,1.04,0.0,0.0,0.0,0.0,0.0,32:30,0:00,0.0,0:00,No,00:02.09,4,0.0,5,garmin,0,2.3333333333333335,0.9657142857142857,8.135593220338983,5.546995377503852,8.135594014749406,8.424431672077787
165,219,2019-07-14 09:05:05,Running,2019-07-14 09:05:05,False,Longview Running,3.25,478,00:33:12,168,188,144,160,0 days 00:10:12,0 days 00:08:59,128,180,1.1,0.0,0.0,0.0,0.0,0.0,33:12,0:00,0.0,0:00,No,02:46.07,4,0.0,5,garmin,0,39.38461538461539,0.96,8.627450980392156,5.882352941176471,8.627690991773312,8.987178116430533
166,220,2019-03-30 10:01:29,Running,2019-03-30 10:01:29,False,Tyler Running,0.51,63,00:04:48.0,151,170,120,158,0 days 00:09:27,0 days 00:07:21,30,39,1.42,0.0,0.0,0.0,0.0,0.0,4:48.0,0:00,0.0,0:00,No,00:00.00,1,0.0,5,garmin,0,58.8235294117647,0.8628571428571429,9.312169312169312,6.34920634920635,9.312747197546017,10.792918937553331
167,221,2019-03-25 12:24:47,Running,2019-03-25 12:24:47,False,Longview Running,3.01,438,00:30:36,161,186,142,156,0 days 00:10:09,0 days 00:08:11,102,128,1.12,0.0,0.0,0.0,0.0,0.0,30:36,0:00,0.0,0:00,No,00:09.44,4,0.0,5,garmin,0,33.887043189368775,0.92,8.669950738916256,5.911330049261084,8.670129297885133,9.424053584657752
168,222,2019-03-20 12:56:56,Running,2019-03-20 12:56:56,False,Longview Running,3.01,449,00:31:09,164,188,138,155,0 days 00:10:20,0 days 00:06:59,72,82,1.12,0.0,0.0,0.0,0.0,0.0,31:09,0:00,0.0,0:00,No,00:07.32,4,0.0,5,garmin,0,23.920265780730897,0.9371428571428572,8.516129032258062,5.806451612903225,8.516216424758548,9.087426063004548
169,224,2019-03-03 08:05:53,Running,2019-03-03 08:05:53,False,Little Rock - Running,13.27,"1,902",02:17:19,170,188,150,160,0 days 00:10:21,0 days 00:07:53,305,312,1.04,0.0,0.0,0.0,0.0,0.0,2:17:19,0:00,0.0,0:00,No,02:27.13,14,0.0,5,garmin,0,22.984174830444612,0.9714285714285714,8.502415458937197,5.797101449275362,8.502496015375687,8.752569427592618
170,226,2019-02-24 12:42:33,Running,2019-02-24 12:42:33,False,Longview Running,8.51,"1,257",01:32:22,168,188,131,156,0 days 00:10:51,0 days 00:01:32,351,328,1.13,0.0,0.0,0.0,0.0,0.0,1:32:22,0:00,0.0,0:00,No,09:05.39,9,0.0,5,garmin,0,41.24559341950646,0.96,8.110599078341012,5.529953917050691,8.110846537527438,8.448798476591081
171,227,2019-02-09 08:01:30,Running,2019-02-09 08:01:30,False,Kilgore Running,11.0,"1,507",01:45:36,169,188,149,165,0 days 00:09:36,0 days 00:08:07,220,285,1.12,0.0,0.0,0.0,0.0,0.0,1:45:36,0:00,0.0,0:00,No,09:02.65,12,0.0,5,garmin,0,20.0,0.9657142857142857,9.166666666666666,6.25,9.166732428215292,9.492178549927077
172,232,2019-01-12 10:36:09,Running,2019-01-12 10:36:09,False,Longview Running,9.02,"1,245",01:30:54,164,185,144,167,0 days 00:10:05,0 days 00:07:21,335,335,1.11,0.0,0.0,0.0,0.0,0.0,1:30:54,0:00,0.0,0:00,No,00:00.00,10,0.0,5,garmin,0,37.13968957871397,0.9371428571428572,8.727272727272727,5.950413223140496,8.727488626890905,9.312868961621392
173,233,2019-01-08 11:51:49,Running,2019-01-08 11:51:49,False,Tyler Running,3.0,400,00:29:40,162,179,141,151,0 days 00:09:53,0 days 00:08:19,128,135,1.15,0.0,0.0,0.0,0.0,0.0,29:40,0:00,0.0,0:00,No,00:00.00,4,0.0,5,garmin,0,42.666666666666664,0.9257142857142857,8.903878583473862,6.070826306913997,8.904169287956543,9.618701391311081
174,234,2019-01-06 14:33:14,Running,2019-01-06 14:33:14,False,Longview Running,7.03,"1,034",01:12:47,172,190,137,158,0 days 00:10:21,0 days 00:07:17,230,220,1.14,0.0,0.0,0.0,0.0,0.0,1:12:47,0:00,0.0,0:00,No,00:00.00,8,0.0,5,garmin,0,32.71692745376956,0.9828571428571429,8.502415458937197,5.797101449275362,8.502578683432706,8.65087947442281
175,236,2018-12-09 09:00:46,Running,2018-12-09 09:00:46,False,Dallas Running,13.21,"1,879",02:16:02,174,194,143,159,0 days 00:10:18,0 days 00:07:55,305,318,1.09,0.0,0.0,0.0,0.0,0.0,2:16:02,0:00,0.0,0:00,No,00:00.00,14,0.0,5,garmin,0,23.088569265707797,0.9942857142857143,8.543689320388347,5.825242718446601,8.543771004873122,8.592873137085036
176,237,2018-11-30 13:01:24,Running,2018-11-30 13:01:24,False,Tyler Running,3.0,582,00:38:06,176,197,137,154,0 days 00:12:41,0 days 00:07:44,230,197,0.93,0.0,0.0,0.0,0.0,0.0,38:06,0:00,0.0,0:00,No,00:00.00,4,0.0,5,garmin,0,76.66666666666667,1.0057142857142858,6.938239159001314,4.730617608409987,6.938970536674015,6.8995445677156395
177,239,2018-11-22 08:01:03,Running,2018-11-22 08:01:03,False,Atlanta Running,13.24,"1,787",02:10:46,167,186,145,157,0 days 00:09:53,0 days 00:07:06,545,636,1.12,0.0,0.0,0.0,0.0,0.0,2:10:46,0:00,0.0,0:00,No,00:00.00,14,0.0,5,garmin,0,41.1631419939577,0.9542857142857143,8.903878583473862,6.070826306913997,8.904149161063705,9.330695228659572
178,240,2018-11-22 07:39:24,Running,2018-11-22 07:39:24,False,Atlanta Running,0.0,0,00:00:01.2,90,90,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0:01.2,0:00,0.0,0:00,No,00:00.00,1,0.0,5,garmin,0,,0.5142857142857142,0.0,0.0,,
179,242,2018-11-06 15:43:45,Running,2018-11-06 15:43:45,False,Tyler Running,6.0,868,00:58:17,172,189,139,155,0 days 00:09:43,0 days 00:07:10,144,154,1.19,0.0,0.0,0.0,0.0,0.0,58:17,0:00,0.0,0:00,No,00:00.00,6,0.0,5,garmin,0,24.0,0.9828571428571429,9.056603773584905,6.174957118353345,9.056697333057986,9.214662984215975
180,243,2018-11-03 08:02:19,Running,2018-11-03 08:02:19,False,Longview Running,3.19,412,00:26:35,175,191,148,157,0 days 00:08:21,0 days 00:07:30,115,125,1.3,0.0,0.0,0.0,0.0,0.0,26:35,0:00,0.0,0:00,No,00:00.00,4,0.0,5,garmin,0,36.05015673981191,1.0,10.538922155688622,7.185628742514971,10.539167800507926,10.539167800507926
181,246,2018-10-27 07:31:31,Running,2018-10-27 07:31:31,False,Cedar Park Running,13.07,"1,844",02:09:22,171,190,145,158,0 days 00:09:54,0 days 00:08:35,328,367,1.12,0.0,0.0,0.0,0.0,0.0,2:09:22,0:00,0.0,0:00,No,00:00.00,14,0.0,5,garmin,0,25.095638867635806,0.9771428571428571,8.888888888888888,6.0606060606060606,8.888989291196905,9.096918865259992
182,248,2018-10-20 13:45:23,Running,2018-10-20 13:45:23,False,Longview Running,9.01,"1,436",01:37:31,175,190,139,150,0 days 00:10:50,0 days 00:08:13,384,364,1.07,0.0,0.0,0.0,0.0,0.0,1:37:31,0:00,0.0,0:00,No,00:00.00,10,0.0,5,garmin,0,42.619311875693676,1.0,8.123076923076923,5.538461538461538,8.1233415466432,8.1233415466432
183,252,2018-10-06 07:33:10,Running,2018-10-06 07:33:10,False,Longview Running,8.0,"1,267",01:25:41,174,198,137,210,0 days 00:10:43,0 days 00:08:26,259,272,1.09,0.0,0.0,0.0,0.0,0.0,1:25:41,0:00,0.0,0:00,No,00:00.00,8,0.0,5,garmin,0,32.375,0.9942857142857143,8.211508553654742,5.598755832037325,8.211662915720208,8.258856380753082
184,253,2018-10-04 06:50:39,Running,2018-10-04 06:50:39,False,Longview Running,4.0,616,00:38:21,179,199,144,152,0 days 00:09:35,0 days 00:08:14,161,174,1.17,0.0,0.0,0.0,0.0,0.0,38:21,0:00,0.0,0:00,No,00:00.00,5,0.0,5,garmin,0,40.25,1.022857142857143,9.182608695652172,6.260869565217391,9.182875500488226,8.977671578689606
185,254,2018-10-02 08:47:21,Running,2018-10-02 08:47:21,False,Tyler Running,4.39,730,00:45:07,177,198,130,155,0 days 00:10:17,0 days 00:07:55,184,187,1.2,0.0,0.0,0.0,0.0,0.0,45:07,0:00,0.0,0:00,No,00:00.00,5,0.0,5,garmin,0,41.91343963553531,1.0114285714285713,8.557536466774716,5.834683954619125,8.557806085891546,8.461107712039665
186,256,2018-09-25 15:41:30,Running,2018-09-25 15:41:30,False,Tyler Running,2.5,428,00:27:47,171,194,121,153,0 days 00:11:07,0 days 00:07:42,112,121,1.19,0.0,0.0,0.0,0.0,0.0,27:47,0:00,0.0,0:00,No,00:00.00,3,0.0,5,garmin,0,44.8,0.9771428571428571,7.916041979010494,5.397301349325337,7.916326922317004,8.10150416026594
187,259,2018-09-15 18:45:39,Running,2018-09-15 18:45:39,False,Longview Running,3.01,445,00:29:29,171,187,144,151,0 days 00:09:48,0 days 00:08:14,102,98,1.14,0.0,0.0,0.0,0.0,0.0,29:29,0:00,0.0,0:00,No,00:00.00,4,0.0,5,garmin,0,33.887043189368775,0.9771428571428571,8.979591836734693,6.122448979591836,8.979776772809602,9.189830030653102
188,261,2018-09-09 10:44:05,Running,2018-09-09 10:44:05,False,Longview Running,7.27,"1,175",01:17:25,176,193,137,155,0 days 00:10:39,0 days 00:08:32,230,213,1.1,0.0,0.0,0.0,0.0,0.0,1:17:25,0:00,0.0,0:00,No,00:00.00,8,0.0,5,garmin,0,31.63686382393398,1.0057142857142858,8.262910798122064,5.633802816901408,8.263059124426373,8.216109924855768
189,264,2018-09-02 11:14:15,Running,2018-09-02 11:14:15,False,Longview Running,7.6,"1,237",01:22:16,170,192,133,152,0 days 00:10:49,0 days 00:08:09,315,279,1.12,0.0,0.0,0.0,0.0,0.0,1:22:16,0:00,0.0,0:00,No,00:00.00,8,0.0,5,garmin,0,41.44736842105263,0.9714285714285714,8.135593220338983,5.546995377503852,8.135843876635027,8.37513340241841
190,266,2018-08-23 11:28:20,Running,2018-08-23 11:28:20,False,Tyler Running,3.02,464,00:31:08,168,188,135,164,0 days 00:10:18,0 days 00:07:10,79,59,1.16,0.0,0.0,0.0,0.0,0.0,31:08,0:00,0.0,0:00,No,00:00.00,4,0.0,5,garmin,0,26.158940397350992,0.96,8.543689320388347,5.825242718446601,8.543794174445253,8.899785598380472
191,268,2018-08-14 06:36:21,Running,2018-08-14 06:36:21,False,Washoe County Running,2.56,365,00:26:39,153,180,142,154,0 days 00:10:25,0 days 00:08:51,112,118,1.09,0.0,0.0,0.0,0.0,0.0,26:39,0:00,0.0,0:00,No,00:00.00,3,0.0,5,garmin,0,43.75,0.8742857142857143,8.448,5.760000000000001,8.448290004492035,9.66307680252357
192,269,2018-08-12 07:41:29,Running,2018-08-12 07:41:29,False,Washoe County Running,7.02,"1,123",01:16:23,164,188,134,155,0 days 00:10:53,0 days 00:08:47,256,276,1.1,0.0,0.0,0.0,0.0,0.0,1:16:23,0:00,0.0,0:00,No,00:00.00,8,0.0,5,garmin,0,36.46723646723647,0.9371428571428572,8.085758039816232,5.51301684532925,8.085950891496799,8.628301256170364
193,271,2018-08-04 10:06:34,Running,2018-08-04 10:06:34,False,Longview Running,4.01,824,00:42:31,178,199,143,158,0 days 00:10:37,0 days 00:08:11,102,95,1.06,0.0,0.0,0.0,0.0,0.0,42:31,0:00,0.0,0:00,No,00:00.00,5,0.0,5,garmin,0,25.436408977556113,1.0171428571428571,8.288854003139717,5.65149136577708,8.288950187780626,8.149248780121402
