,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
130,350,2020-02-01 10:16:32,Running,2020-02-01 10:16:32,False,Longview Running,10.0,"1,167",1:57:45,165,182,153,237,11:46,4:26,1214,"1,148",0.89,0,0,0,0,0,0,0,0,0,0,1:57:45,0:00,0,0:00,No,00:02.64,11,0,10,garmin,0,0 days 00:11:46,0 days 00:11:46,121.4,0.8291457286432161,7.478753541076486,5.099150141643059,7.48073010729237,9.022213886976857
131,351,2020-01-31 17:40:58,Running,2020-01-31 17:40:58,False,Longview Running,5.65,612,1:00:01,155,174,168,178,10:38,9:35,381,571,0.9,0,0,0,0,0,0,0,0,0,0,1:00:01,0:00,0,0:00,No,06:56.67,6,0,10,garmin,0,0 days 00:10:38,0 days 00:10:38,67.43362831858407,0.7788944723618091,8.275862068965516,5.6426332288401255,8.27653698656046,10.6260055504873
132,352,2020-01-27 18:57:22,Running,2020-01-27 18:57:22,False,Longview Running,1.01,124,0:12:48,152,166,139,178,12:41,8:06,371,151,0.91,0,0,0,0,0,0,0,0,0,0,12:48,0:00,0,0:00,No,00:05.21,2,0,10,garmin,0,0 days 00:12:41,0 days 00:12:41,367.3267326732673,0.7638190954773869,6.938239159001314,4.730617608409987,6.955009116479024,9.105571145916617
133,353,2020-01-27 17:59:44,Running,2020-01-27 17:59:44,False,Longview Running,5.0,527,0:52:25,155,171,167,180,10:28,9:09,194,354,0.92,0,0,0,0,0,0,0,0,0,0,2:4:25,0:00,0,0:00,No,00:03.41,6,0,10,garmin,0,0 days 00:10:28,0 days 00:10:28,38.8,0.7788944723618091,8.407643312101909,5.732484076433121,8.407870316371872,10.794620599729047
134,354,2020-01-25 07:25:30,Running,2020-01-25 7:25:30,False,Longview Running,10.0,"1,103",1:52:13,160,179,168,176,11:13,9:41,528,774,0.85,0,0,0,0,0,0,0,0,0,0,1:52:13,0:00,0,0:00,No,00:01.74,11,0,10,garmin,0,0 days 00:11:13,0 days 00:11:13,52.8,0.8040201005025126,7.845468053491826,5.349182763744428,7.845860317088158,9.758288769378396
135,355,2020-01-23 17:33:24,Running,2020-01-23 17:33:24,False,Longview Running,6.01,657,1:04:40,158,176,167,188,10:46,8:49,285,410,0.89,0,0,0,0,0,0,0,0,0,0,1:04:40,0:00,0,0:00,No,00:03.87,7,0,10,garmin,0,0 days 00:10:46,0 days 00:10:46,47.42096505823628,0.7939698492462312,8.173374613003094,5.572755417956656,8.173704249721675,10.294728770219072
136,356,2020-01-20 18:00:03,Running,2020-01-20 18:00:03,False,Longview Running,6.01,639,1:07:33,150,168,165,184,11:15,9:22,279,295,0.87,0,0,0,0,0,0,0,0,0,0,1:07:33,0:00,0,0:00,No,00:03.26,7,0,10,garmin,0,0 days 00:11:15,0 days 00:11:15,46.42262895174709,0.7537688442211056,7.822222222222221,5.333333333333333,7.8225245537082895,10.37788257458633
137,359,2020-01-14 17:49:20,Running,2020-01-14 17:49:20,False,Longview Running,4.0,431,0:43:20,157,184,165,178,10:49,9:25,315,492,0.9,0,0,0,0,0,0,0,0,0,0,1:19:20,0:00,0,0:00,No,00:01.84,5,0,10,garmin,0,0 days 00:10:49,0 days 00:10:49,78.75,0.7889447236180904,8.135593220338983,5.546995377503852,8.136498053189824,10.313140844489013
138,362,2020-01-07 17:47:31,Running,2020-01-07 17:47:31,False,Longview Running,6.0,655,1:05:06,161,189,167,186,10:51,8:54,384,568,0.89,0,0,0,0,0,0,0,0,0,0,1:05:06,0:00,0,0:00,No,00:02.26,7,0,10,garmin,0,0 days 00:10:51,0 days 00:10:51,64.0,0.8090452261306532,8.110599078341012,5.529953917050691,8.111194876408248,10.025638387610195
139,363,2020-01-04 13:05:11,Running,2020-01-04 13:05:11,False,Longview Running,9.0,"1,026",1:43:05,167,186,152,242,11:27,8:49,581,531,0.91,0,0,0,0,0,0,0,0,0,0,1:43:05,0:00,0,0:00,No,00:01.97,10,0,10,garmin,0,0 days 00:11:27,0 days 00:11:27,64.55555555555556,0.8391959798994975,7.685589519650655,5.240174672489084,7.686163940720304,9.15896182157689
140,364,2020-01-01 19:24:48,Running,2020-01-01 19:24:48,False,Longview Running,5.01,540,0:53:06,160,176,169,192,10:36,9:01,203,164,0.9,0,0,0,0,0,0,0,0,0,0,2:5:06,0:00,0,0:00,No,00:04.72,6,0,10,garmin,0,0 days 00:10:36,0 days 00:10:36,40.51896207584831,0.8040201005025126,8.30188679245283,5.660377358490567,8.302131241977085,10.325775732209
141,365,2019-12-30 19:54:04,Running,2019-12-30 19:54:04,False,Longview Running,6.0,683,1:04:58,167,182,169,184,10:49,9:47,272,591,0.88,0,0,0,0,0,0,0,0,0,0,1:04:58,0:00,0,0:00,No,00:02.89,7,0,10,garmin,0,0 days 00:10:49,0 days 00:10:49,45.333333333333336,0.8391959798994975,8.135593220338983,5.546995377503852,8.135893080444035,9.694866604840497
142,366,2019-12-29 18:25:41,Running,2019-12-29 18:25:41,False,Longview Running,2.01,228,0:23:12,159,179,161,182,11:34,9:31,361,226,0.86,0,0,0,0,0,0,0,0,0,0,23:12,0:00,0,0:00,No,00:02.81,3,0,10,garmin,0,0 days 00:11:34,0 days 00:11:34,179.60199004975127,0.7989949748743719,7.60806916426513,5.187319884726225,7.61246937350859,9.527556008353518
143,367,2019-12-29 17:38:23,Running,2019-12-29 17:38:23,False,Longview Running,4.0,437,0:41:45,164,181,170,182,10:26,9:24,253,440,0.91,0,0,0,0,0,0,0,0,0,0,1:17:45,0:00,0,0:00,No,00:01.99,5,0,10,garmin,0,0 days 00:10:26,0 days 00:10:26,63.25,0.8241206030150754,8.434504792332268,5.7507987220447285,8.43510994817227,10.235285851745621
144,368,2019-12-26 16:30:05,Running,2019-12-26 16:30:05,False,Longview Running,3.0,320,0:31:24,161,188,166,178,10:27,9:04,105,240,0.93,0,0,0,0,0,0,0,0,0,0,1:7:24,0:00,0,0:00,No,00:01.87,4,0,10,garmin,0,0 days 00:10:27,0 days 00:10:27,35.0,0.8090452261306532,8.421052631578947,5.741626794258374,8.42123764356233,10.408858950738534
145,370,2019-12-17 19:56:22,Running,2019-12-17 19:56:22,False,Longview Running,4.01,429,0:44:34,154,175,168,178,11:07,7:45,194,377,0.86,0,0,0,0,0,0,0,0,0,0,1:20:34,0:00,0,0:00,No,00:04.15,5,0,10,garmin,0,0 days 00:11:07,0 days 00:11:07,48.37905236907731,0.7738693467336684,7.916041979010494,5.397301349325337,7.916374267920769,10.229600515040474
146,371,2019-12-15 07:15:45,Running,2019-12-15 7:15:45,False,Galveston Running,13.09,"1,500",2:43:51,164,187,144,248,12:31,9:41,3907,"4,081",0.89,0,0,0,0,0,0,0,0,0,0,2:43:51,0:00,0,0:00,No,01:02.91,14,0,10,garmin,0,0 days 00:12:31,0 days 00:12:31,298.4721161191749,0.8241206030150754,7.030625832223701,4.793608521970706,7.041850077318664,8.544683935283013
147,373,2019-12-12 12:17:17,Running,2019-12-12 12:17:17,False,Longview Running,2.0,203,0:19:25,161,182,170,186,9:42,8:16,82,210,0.98,0,0,0,0,0,0,0,0,0,0,19:25,0:00,0,0:00,No,00:00.99,3,0,10,garmin,0,0 days 00:09:42,0 days 00:09:42,41.0,0.8090452261306532,9.072164948453608,6.185567010309279,9.072438459117707,11.213759337667229
148,374,2019-12-10 19:09:26,Running,2019-12-10 19:09:26,False,Treadmill,5.0,592,0:54:17,0,0,0,0,10:51,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:6:17,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:10:51,0 days 00:10:51,0.0,0.0,8.110599078341012,5.529953917050691,8.110599078341012,inf
149,375,2019-12-07 08:39:46,Running,2019-12-07 8:39:46,False,Longview Running,7.03,775,1:18:59,163,178,167,174,11:14,9:27,551,951,0.86,0,0,0,0,0,0,0,0,0,0,1:18:59,0:00,0,0:00,No,00:17.99,8,0,10,garmin,0,0 days 00:11:14,0 days 00:11:14,78.37837837837837,0.8190954773869347,7.833827893175075,5.3412462908011875,7.834690960768696,9.565052154558101
150,376,2019-12-06 17:34:19,Running,2019-12-06 17:34:19,False,Longview Running,3.0,322,0:31:11,164,180,166,176,10:23,9:04,102,236,0.94,0,0,0,0,0,0,0,0,0,0,1:7:11,0:00,0,0:00,No,00:02.48,4,0,10,garmin,0,0 days 00:10:23,0 days 00:10:23,34.0,0.8241206030150754,8.475120385232746,5.778491171749599,8.475296097210565,10.284048313078673
151,377,2019-12-02 18:52:12,Running,2019-12-02 18:52:12,False,Longview Running,5.0,553,0:54:20,161,181,167,180,10:52,8:56,200,197,0.89,0,0,0,0,0,0,0,0,0,0,2:6:20,0:00,0,0:00,No,00:01.94,6,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52,40.0,0.8090452261306532,8.098159509202453,5.521472392638037,8.09839189106999,10.009813579645517
152,378,2019-12-01 12:43:50,Running,2019-12-01 12:43:50,False,Longview Running,4.0,457,0:59:59,145,170,115,245,14:59,10:07,351,272,0.93,0,0,0,0,0,0,0,0,0,0,2:11:59,0:00,0,0:00,No,00:02.13,5,0,10,garmin,0,0 days 00:14:59,0 days 00:14:59,87.75,0.7286432160804021,5.873192436040045,4.004449388209122,5.874003473017238,8.061563387106416
153,379,2019-12-01 11:35:20,Running,2019-12-01 11:35:20,False,Longview Running,6.0,692,1:08:04,168,184,163,176,11:20,8:59,240,190,0.87,0,0,0,0,0,0,0,0,0,0,1:08:04,0:00,0,0:00,No,00:01.23,7,0,10,garmin,0,0 days 00:11:20,0 days 00:11:20,40.0,0.8442211055276382,7.76470588235294,5.294117647058823,7.764928695555344,9.197742919139962
154,380,2019-11-28 07:20:59,Running,2019-11-28 7:20:59,False,Longview Running,4.0,454,0:46:10,162,179,166,174,11:32,9:57,125,131,0.84,0,0,0,0,0,0,0,0,0,0,1:22:10,0:00,0,0:00,No,00:02.36,5,0,10,garmin,0,0 days 00:11:32,0 days 00:11:32,31.25,0.8140703517587939,7.630057803468208,5.202312138728324,7.63019144031738,9.37288948532814
155,381,2019-11-26 17:48:15,Running,2019-11-26 17:48:15,False,Longview Running,3.03,347,0:35:01,163,180,164,178,11:32,10:20,108,98,0.85,0,0,0,0,0,0,0,0,0,0,1:11:01,0:00,0,0:00,No,00:22.67,4,0,10,garmin,0,0 days 00:11:32,0 days 00:11:32,35.64356435643565,0.8190954773869347,7.630057803468208,5.202312138728324,7.630231658511518,9.315436196587681
156,382,2019-11-24 19:40:08,Running,2019-11-24 19:40:08,False,Longview Running,3.0,332,0:32:15,157,179,167,176,10:44,9:20,95,98,0.89,0,0,0,0,0,0,0,0,0,0,1:8:15,0:00,0,0:00,No,00:01.72,4,0,10,garmin,0,0 days 00:10:44,0 days 00:10:44,31.666666666666668,0.7889447236180904,8.198757763975156,5.590062111801243,8.198905216091505,10.392242917211526
157,383,2019-11-23 08:14:13,Running,2019-11-23 8:14:13,False,Longview Running,4.0,481,0:50:28,159,193,148,248,12:36,10:12,535,594,0.87,0,0,0,0,0,0,0,0,0,0,2:2:28,0:00,0,0:00,No,00:02.70,5,0,10,garmin,0,0 days 00:12:36,0 days 00:12:36,133.75,0.7989949748743719,6.984126984126983,4.761904761904762,6.986367418436449,8.743944127477064
158,386,2019-11-18 18:59:03,Running,2019-11-18 18:59:03,False,Longview Running,4.0,433,0:42:45,160,182,167,186,10:41,8:35,141,535,0.9,0,0,0,0,0,0,0,0,0,0,1:18:45,0:00,0,0:00,No,00:02.69,5,0,10,garmin,0,0 days 00:10:41,0 days 00:10:41,35.25,0.8040201005025126,8.237129485179405,5.616224648985959,8.237313050846039,10.245158106989761
159,387,2019-11-14 18:12:28,Running,2019-11-14 18:12:28,False,Longview Running,4.01,437,0:45:07,155,179,167,188,11:16,9:01,197,210,0.86,0,0,0,0,0,0,0,0,0,0,1:21:07,0:00,0,0:00,No,00:05.07,5,0,10,garmin,0,0 days 00:11:16,0 days 00:11:16,49.12718204488778,0.7788944723618091,7.8106508875739635,5.325443786982248,7.810988970854509,10.028301969032562
160,388,2019-11-12 05:19:15,Running,2019-11-12 5:19:15,False,Longview Running,3.0,332,0:33:57,155,175,166,177,11:18,10:12,312,322,0.86,0,0,0,0,0,0,0,0,0,0,1:9:57,0:00,0,0:00,No,00:03.19,4,0,10,garmin,0,0 days 00:11:18,0 days 00:11:18,104.0,0.7788944723618091,7.787610619469025,5.309734513274336,7.789121155014037,10.000226515147054
161,389,2019-11-10 17:23:55,Running,2019-11-10 17:23:55,False,Longview Running,3.0,333,0:32:00,164,181,170,186,10:39,9:11,112,108,0.89,0,0,0,0,0,0,0,0,0,0,1:8,0:00,0,0:00,No,00:01.34,4,0,10,garmin,0,0 days 00:10:39,0 days 00:10:39,37.333333333333336,0.8241206030150754,8.262910798122064,5.633802816901408,8.263117347233747,10.026587512801925
162,391,2019-11-05 19:36:48,Running,2019-11-05 19:36:48,False,Longview Running,2.5,287,0:26:48,168,183,166,184,10:43,9:16,131,112,0.9,0,0,0,0,0,0,0,0,0,0,1:2:48,0:00,0,0:00,No,05:26.28,3,0,10,garmin,0,0 days 00:10:43,0 days 00:10:43,52.4,0.8442211055276382,8.211508553654742,5.598755832037325,8.211912921850027,9.727206377667592
163,393,2019-11-02 06:30:41,Running,2019-11-02 6:30:41,False,Longview Running,3.01,338,0:32:07,167,183,169,182,10:41,8:49,102,102,0.89,0,0,0,0,0,0,0,0,0,0,1:8:07,0:00,0,0:00,No,00:02.53,4,0,10,garmin,0,0 days 00:10:41,0 days 00:10:41,33.887043189368775,0.8391959798994975,8.237129485179405,5.616224648985959,8.237299130127996,9.815703753865098
164,395,2019-10-30 17:54:47,Running,2019-10-30 17:54:47,False,Longview Running,1.0,108,0:11:02,152,175,169,186,11:00,9:27,52,56,0.87,0,0,0,0,0,0,0,0,0,0,11:02,0:00,0,0:00,No,00:02.37,2,0,10,garmin,0,0 days 00:11:00,0 days 00:11:00,52.0,0.7638190954773869,7.999999999999999,5.454545454545454,8.000387961208123,10.474192133423793
165,396,2019-10-28 19:24:49,Running,2019-10-28 19:24:49,False,Longview Running,2.0,217,0:22:45,150,163,164,176,11:21,10:14,49,49,0.86,0,0,0,0,0,0,0,0,0,0,22:45,0:00,0,0:00,No,00:02.39,3,0,10,garmin,0,0 days 00:11:21,0 days 00:11:21,24.5,0.7537688442211056,7.753303964757709,5.286343612334802,7.753387432525843,10.286160660484285
166,397,2019-10-27 07:30:00,Running,2019-10-27 7:30:00,False,Cape Cod Half,13.1,"1,528",2:24:53,0,0,0,0,11:04,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:24:53,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:04,0 days 00:11:04,0.0,0.0,7.951807228915662,5.421686746987952,7.951807228915662,inf
167,398,2019-10-23 06:10:33,Running,2019-10-23 6:10:33,False,Longview Running,1.0,102,0:12:21,126,136,163,176,12:18,10:29,36,39,0.8,0,0,0,0,0,0,0,0,0,0,12:21,0:00,0,0:00,No,00:04.07,2,0,10,garmin,0,0 days 00:12:18,0 days 00:12:18,36.0,0.6331658291457286,7.154471544715446,4.878048780487805,7.154637839900318,11.299785159842568
168,399,2019-10-22 18:06:50,Running,2019-10-22 18:06:50,False,Longview Running,3.0,331,0:34:31,155,182,167,184,11:30,9:25,95,82,0.84,0,0,0,0,0,0,0,0,0,0,1:10:31:00.000,0:00,0,0:00,No,00:03.86,4,0,10,garmin,0,0 days 00:11:30,0 days 00:11:30,31.666666666666668,0.7788944723618091,7.652173913043478,5.217391304347826,7.652311535018737,9.824580615927282
169,400,2019-10-21 17:41:46,Running,2019-10-21 17:41:46,False,Longview Running,4.0,432,0:45:59,153,176,164,172,11:29,10:20,115,187,0.85,0,0,0,0,0,0,0,0,0,0,1:21:59,0:00,0,0:00,No,00:01.32,5,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29,28.75,0.7688442211055276,7.663280116110305,5.2249637155297535,7.66339371898962,9.967420588751205
170,401,2019-10-17 12:28:42,Running,2019-10-17 12:28:42,False,Longview Running,7.1,778,1:23:02,159,175,158,175,11:42,10:12,623,623,0.87,0,0,0,0,0,0,0,0,0,0,1:23:02,0:00,0,0:00,No,01:27.02,8,0,10,garmin,0,0 days 00:11:42,0 days 00:11:42,87.74647887323944,0.7989949748743719,7.521367521367521,5.128205128205129,7.522406073693766,9.414835274623014
171,402,2019-10-16 17:42:37,Running,2019-10-16 17:42:37,False,Longview Running,2.0,199,0:21:45,142,174,166,176,10:52,7:19,75,66,0.89,0,0,0,0,0,0,0,0,0,0,21:45,0:00,0,0:00,No,00:00.97,3,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52,37.5,0.7135678391959799,8.098159509202453,5.521472392638037,8.098363751433066,11.349115398135071
172,404,2019-10-14 05:08:00,Running,2019-10-14 5:08:00,False,Treadmill Run,5.0,595,0:56:25,0,0,0,0,11:17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:8:25:00.000,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:17,0 days 00:11:17,0.0,0.0,7.799113737075332,5.317577548005908,7.799113737075332,inf
173,406,2019-10-11 17:49:20,Running,2019-10-11 17:49:20,False,Longview Running,12.0,"1,225",2:17:55,158,178,167,176,11:29,9:25,1161,"1,093",0.84,0,0,0,0,0,0,0,0,0,0,2:17:55,0:00,0,0:00,No,00:02.18,13,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29,96.75,0.7939698492462312,7.663280116110305,5.2249637155297535,7.6645665348464185,9.653473040724286
174,407,2019-10-09 20:04:30,Running,2019-10-09 20:04:30,False,Longview Running,5.0,556,0:58:21,163,182,163,182,11:40,9:35,253,243,0.84,0,0,0,0,0,0,0,0,0,0,2:10:21,0:00,0,0:00,No,00:02.55,6,0,10,garmin,0,0 days 00:11:40,0 days 00:11:40,50.6,0.8190954773869347,7.542857142857143,5.142857142857143,7.54320350395247,9.209187099917433
175,408,2019-10-08 05:16:31,Running,2019-10-08 5:16:31,False,Longview Running,3.0,326,0:35:00,157,172,166,174,11:39,10:05,85,89,0.83,0,0,0,0,0,0,0,0,0,0,1:11,0:00,0,0:00,No,00:02.52,4,0,10,garmin,0,0 days 00:11:39,0 days 00:11:39,28.333333333333332,0.7889447236180904,7.553648068669528,5.150214592274678,7.553756824142542,9.57450705735265
176,409,2019-10-07 18:04:00,Running,2019-10-07 18:04:00,False,Longview Running,5.0,556,0:53:55,168,182,166,176,10:47,9:16,230,430,0.9,0,0,0,0,0,0,0,0,0,0,2:5:55,0:00,0,0:00,No,00:02.89,6,0,10,garmin,0,0 days 00:10:47,0 days 00:10:47,46.0,0.8442211055276382,8.160741885625965,5.564142194744977,8.161051584212954,9.66695991225225
177,410,2019-10-05 11:36:16,Running,2019-10-05 11:36:16,False,Los Angeles Running,3.01,342,0:37:21,155,176,151,240,12:24,10:01,308,302,0.86,0,0,0,0,0,0,0,0,0,0,1:13:21,0:00,0,0:00,No,00:08.93,4,0,10,garmin,0,0 days 00:12:24,0 days 00:12:24,102.32558139534885,0.7788944723618091,7.096774193548387,4.838709677419355,7.098106765954248,9.11305320274126
178,411,2019-10-02 20:12:35,Running,2019-10-02 20:12:35,False,Longview Running,4.0,445,0:57:48,144,173,128,248,14:26,10:51,1385,"1,407",0.88,0,0,0,0,0,0,0,0,0,0,2:9:48,0:00,0,0:00,No,00:04.01,5,0,10,garmin,0,0 days 00:14:26,0 days 00:14:26,346.25,0.7236180904522613,6.096997690531177,4.157043879907621,6.110093477207606,8.443809735863288
179,414,2019-09-30 20:31:14,Running,2019-09-30 20:31:14,False,Running,4.5,534,0:49:00,0,0,0,0,10:53,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:1,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:10:53,0 days 00:10:53,0.0,0.0,8.085758039816232,5.51301684532925,8.085758039816232,inf
180,415,2019-09-28 18:32:14,Running,2019-09-28 18:32:14,False,Longview Running,8.0,835,1:43:43,150,174,144,245,12:57,10:25,1060,"1,040",0.86,0,0,0,0,0,0,0,0,0,0,1:43:43,0:00,0,0:00,No,00:02.06,9,0,10,garmin,0,0 days 00:12:57,0 days 00:12:57,132.5,0.7537688442211056,6.795366795366796,4.633204633204634,6.797506128720237,9.018024797435514
181,417,2019-09-24 18:18:57,Running,2019-09-24 18:18:57,False,Longview Running,2.01,219,0:22:43,157,185,163,172,11:19,9:49,43,30,0.87,0,0,0,0,0,0,0,0,0,0,22:43,0:00,0,0:00,No,00:03.69,3,0,10,garmin,0,0 days 00:11:19,0 days 00:11:19,21.39303482587065,0.7889447236180904,7.776141384388806,5.3019145802650955,7.776205212107375,9.856463931269857
182,419,2019-09-23 18:30:45,Running,2019-09-23 18:30:45,False,Longview Running,4.51,493,1:01:21,149,175,128,170,13:37,9:47,522,564,0.94,0,0,0,0,0,0,0,0,0,0,1:01:21,0:00,0,0:00,No,09:32.88,5,0,10,garmin,0,0 days 00:13:37,0 days 00:13:37,115.74279379157429,0.7487437185929648,6.46266829865361,4.406364749082007,6.464220863627147,8.633422495716793
183,422,2019-09-19 19:00:11,Running,2019-09-19 19:00:11,False,Longview Running,3.01,306,0:33:57,150,177,164,170,11:18,9:41,190,197,0.87,0,0,0,0,0,0,0,0,0,0,1:9:57,0:00,0,0:00,No,00:03.49,4,0,10,garmin,0,0 days 00:11:18,0 days 00:11:18,63.122923588039875,0.7537688442211056,7.787610619469025,5.309734513274336,7.7881671193575395,10.332301711681001
184,423,2019-09-18 20:07:47,Running,2019-09-18 20:07:47,False,Longview Running,4.0,460,0:47:13,163,181,148,248,11:48,7:45,925,"1,040",0.92,0,0,0,0,0,0,0,0,0,0,1:23:13,0:00,0,0:00,No,00:01.39,5,0,10,garmin,0,0 days 00:11:48,0 days 00:11:48,231.25,0.8190954773869347,7.457627118644067,5.084745762711864,7.464776330877314,9.113438588003591
185,434,2019-09-01 07:07:56,Running,2019-09-01 7:07:56,False,Yamhill County Running,13.14,"1,507",2:37:08,166,214,157,248,11:57,10:03,4429,"4,514",0.86,0,0,0,0,0,0,0,0,0,0,2:37:08,0:00,0,0:00,No,01:37.70,14,0,10,garmin,0,0 days 00:11:57,0 days 00:11:57,337.06240487062405,0.8341708542713567,7.364016736401674,5.020920502092051,7.379006533965105,8.845917471440098
186,437,2019-08-27 18:21:19,Running,2019-08-27 18:21:19,False,Longview Running,3.0,333,0:33:13,163,180,164,180,11:04,9:51,89,69,0.89,0,0,0,0,0,0,0,0,0,0,1:9:13,0:00,0,0:00,No,00:02.17,4,0,10,garmin,0,0 days 00:11:04,0 days 00:11:04,29.666666666666668,0.8190954773869347,7.951807228915662,5.421686746987952,7.951932745779285,9.708187830736673
187,442,2019-08-18 07:00:31,Running,2019-08-18 7:00:31,False,Longview Running,7.01,737,1:50:39,135,176,123,216,15:47,10:56,1716,"1,716",0.84,0,0,0,0,0,0,0,0,0,0,1:50:39,0:00,0,0:00,No,00:08.96,8,0,10,garmin,0,0 days 00:15:47,0 days 00:15:47,244.79315263908703,0.678391959798995,5.575501583949314,3.801478352692714,5.58149054441757,8.227530506215528
188,450,2019-08-08 18:53:48,Running,2019-08-08 18:53:48,False,Longview Running,3.02,327,0:37:31,154,179,162,172,12:25,9:29,82,75,0.8,0,0,0,0,0,0,0,0,0,0,1:13:31,0:00,0,0:00,No,00:14.66,4,0,10,garmin,0,0 days 00:12:25,0 days 00:12:25,27.1523178807947,0.7738693467336684,7.0872483221476505,4.832214765100671,7.087342033187437,9.158318601326624
189,452,2019-08-05 20:28:31,Running,2019-08-05 20:28:31,False,Longview Running,3.0,328,0:37:08,162,180,161,180,12:22,11:11,72,75,0.81,0,0,0,0,0,0,0,0,0,0,1:13:08,0:00,0,0:00,No,00:01.72,4,0,10,garmin,0,0 days 00:12:22,0 days 00:12:22,24.0,0.8140703517587939,7.115902964959568,4.8517520215633425,7.115976475974132,8.741230362462051
190,454,2019-08-03 07:22:03,Running,2019-08-03 7:22:03,False,Montgomery County Running,3.0,350,0:40:02,155,177,143,230,13:20,9:22,315,348,0.85,0,0,0,0,0,0,0,0,0,0,1:16:02,0:00,0,0:00,No,00:01.64,4,0,10,garmin,0,0 days 00:13:20,0 days 00:13:20,105.0,0.7788944723618091,6.6,4.5,6.601304913613671,8.475223727800778
191,455,2019-08-01 19:42:30,Running,2019-08-01 19:42:30,False,Longview Running,3.0,339,0:35:36,163,185,161,182,11:51,9:57,82,66,0.84,0,0,0,0,0,0,0,0,0,0,1:11:36,0:00,0,0:00,No,00:02.50,4,0,10,garmin,0,0 days 00:11:51,0 days 00:11:51,27.333333333333332,0.8190954773869347,7.4261603375527425,5.063291139240507,7.426259843437772,9.066415391681698
192,457,2019-07-28 06:20:05,Running,2019-07-28 6:20:05,False,Sonoma Running,3.01,354,0:37:25,168,182,153,169,12:26,10:25,20,26,0.85,0,0,0,0,0,0,0,0,0,0,1:13:25,0:00,0,0:00,No,00:03.36,4,0,10,garmin,0,0 days 00:12:26,0 days 00:12:26,6.64451827242525,0.8442211055276382,7.077747989276139,4.825737265415549,7.077753593611075,8.383767649575024
193,458,2019-07-26 19:53:02,Running,2019-07-26 19:53:02,False,Longview Running,1.0,101,0:10:48,140,156,168,188,10:46,9:11,36,23,0.89,0,0,0,0,0,0,0,0,0,0,10:48,0:00,0,0:00,No,00:01.76,2,0,10,garmin,0,0 days 00:10:46,0 days 00:10:46,36.0,0.7035175879396985,8.173374613003094,5.572755417956656,8.173564591093552,11.618138240197261
194,459,2019-07-25 20:02:07,Running,2019-07-25 20:02:07,False,Longview Running,1.09,109,0:11:51,144,170,167,182,10:52,8:43,30,30,0.89,0,0,0,0,0,0,0,0,0,0,11:51,0:00,0,0:00,No,01:09.21,2,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52,27.52293577981651,0.7236180904522613,8.098159509202453,5.521472392638037,8.098269530066029,11.19135858668847
195,461,2019-07-22 17:49:42,Running,2019-07-22 17:49:42,False,Longview Running,2.0,223,0:25:28,153,174,152,226,12:44,10:46,89,138,0.83,0,0,0,0,0,0,0,0,0,0,1:1:28,0:00,0,0:00,No,12:09.74,2,0,10,garmin,0,0 days 00:12:44,0 days 00:12:44,44.5,0.7688442211055276,6.9109947643979055,4.712041884816754,6.9112402098747765,8.98912942330118
196,467,2019-07-14 17:31:01,Running,2019-07-14 17:31:01,False,Longview Running,2.0,217,0:23:52,151,176,162,186,11:55,9:41,36,23,0.83,0,0,0,0,0,0,0,0,0,0,23:52,0:00,0,0:00,No,00:01.31,3,0,10,garmin,0,0 days 00:11:55,0 days 00:11:55,18.0,0.7587939698492462,7.384615384615384,5.034965034965035,7.384658296124528,9.732099343899213
197,468,2019-07-13 18:03:19,Running,2019-07-13 18:03:19,False,Longview Running,1.05,116,0:12:27,155,172,161,170,11:53,10:14,20,26,0.84,0,0,0,0,0,0,0,0,0,0,12:27,0:00,0,0:00,No,00:33.61,2,0,10,garmin,0,0 days 00:11:53,0 days 00:11:53,19.047619047619047,0.7788944723618091,7.405329593267882,5.049088359046284,7.405377779895418,9.507549536768956
