Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Mountaineering,2019-11-19 09:39:09,false,"Steamboat Springs Skiing","25.23","2,242","02:30:51","--","--","--","117","186","10.0","34.8","9,768","10,878","2.30","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:30:51","0:00","0.0","0:00","No","01:59.17","26","0.0"
Running,2019-11-15 10:19:28,false,"Morton Running","4.05","546","00:31:40","--","--","--","170","182","7:49","7:03","28","24","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","31:40","0:00","0.0","0:00","No","00:21.53","5","0.0"
Running,2019-11-07 09:22:04,false,"Morton Running","2.84","381","00:22:15","--","--","--","171","176","7:51","7:28","15","--","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:15","0:00","0.0","0:00","No","06:26.69","3","0.0"
Running,2019-11-06 08:52:04,false,"Morton Running","2.82","378","00:22:04","--","--","--","169","175","7:50","7:17","23","11","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:04","0:00","0.0","0:00","No","06:16.76","3","0.0"
Running,2019-11-04 09:15:58,false,"Morton Running","2.85","379","00:23:44","--","--","--","168","175","8:21","6:39","33","29","1.15","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","23:44","0:00","0.0","0:00","No","07:04.36","3","0.0"
Running,2019-11-03 13:43:28,false,"Morton Running","7.33","974","01:01:08","--","--","--","168","175","8:21","6:59","53","50","1.15","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:01:08","0:00","0.0","0:00","No","02:41.34","8","0.0"
Running,2019-10-29 10:02:33,false,"Morton Running","3.01","398","00:20:43","--","--","--","173","187","6:53","5:20","30","24","1.35","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:43","0:00","0.0","0:00","No","00:03.03","4","0.0"
Running,2019-10-28 13:13:28,false,"Morton Running","4.34","573","00:36:32","--","--","--","168","174","8:26","8:03","39","35","1.14","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:32","0:00","0.0","0:00","No","02:54.19","5","0.0"
Running,2019-10-24 09:30:52,false,"Morton Running","2.82","375","00:22:59","--","--","--","170","179","8:09","6:52","23","10","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:59","0:00","0.0","0:00","No","06:35.75","3","0.0"
Running,2019-10-23 10:35:28,false,"Morton - 10 x 100","3.06","362","00:30:35","--","--","--","166","228","9:59","2:49","25","22","0.95","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","30:35","0:00","0.0","0:00","No","00:15.24","22","0.0"
Running,2019-10-22 16:02:02,false,"Morton Running","2.57","343","00:20:57","--","--","--","169","178","8:10","6:33","20","20","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:57","0:00","0.0","0:00","No","04:34.68","3","0.0"
Running,2019-10-18 12:38:28,false,"Morton Running","3.14","412","00:25:43","--","--","--","168","176","8:11","6:55","18","18","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","25:43","0:00","0.0","0:00","No","01:06.78","4","0.0"
Running,2019-10-16 14:49:04,false,"Morton Running","3.64","490","00:28:25","--","--","--","169","177","7:49","7:06","23","20","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","28:25","0:00","0.0","0:00","No","04:56.20","4","0.0"
Running,2019-10-15 12:29:58,false,"Morton Running","3.05","403","00:20:38","--","--","--","170","181","6:45","5:37","13","6","1.40","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:38","0:00","0.0","0:00","No","00:19.76","4","0.0"
Running,2019-10-11 13:34:35,false,"Morton Running","2.46","329","00:19:23","--","--","--","171","179","7:53","6:42","7","10","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","19:23","0:00","0.0","0:00","No","03:19.28","3","0.0"
Running,2019-10-09 15:22:58,false,"Morton Running","3.01","400","00:24:43","--","--","--","166","174","8:13","7:20","8","5","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:43","0:00","0.0","0:00","No","00:03.55","4","0.0"
Running,2019-10-07 12:16:34,false,"Lafayette Running","0.89","72","00:53:02","--","--","--","111","141","59:20","17:01","7","--","0.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","53:02","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-10-04 09:08:21,false,"Morton - 10 x 100","2.94","354","00:32:36","--","--","--","162","234","11:05","3:06","8","8","0.87","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","32:36","0:00","0.0","0:00","No","00:17.24","22","0.0"
Running,2019-10-01 09:36:51,false,"Morton Running","2.41","324","00:18:59","--","--","--","167","176","7:52","6:54","22","14","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","18:59","0:00","0.0","0:00","No","03:11.75","3","0.0"
Running,2019-09-26 09:35:52,false,"Morton Running","2.79","371","00:23:03","--","--","--","170","177","8:17","6:52","23","10","1.14","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","23:03","0:00","0.0","0:00","No","06:25.41","3","0.0"
Running,2019-09-24 09:23:38,false,"Morton Running","3.07","411","00:24:34","--","--","--","168","174","8:00","7:16","34","26","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:34","0:00","0.0","0:00","No","00:30.55","4","0.0"
Running,2019-09-20 09:16:53,false,"Morton Running","2.76","367","00:22:44","--","--","--","167","172","8:14","7:19","23","11","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:44","0:00","0.0","0:00","No","06:10.93","3","0.0"
Running,2019-09-19 09:49:58,false,"Morton Running","2.69","352","00:17:07","--","--","--","172","178","6:21","5:59","21","14","1.48","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","17:07","0:00","0.0","0:00","No","04:19.24","3","0.0"
Cycling,2019-09-16 10:07:37,false,"Morton Cycling","8.03","407","00:36:42","--","--","--","--","--","13.1","22.9","45","39","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:42","0:00","0.0","0:00","No","14:36.00","2","0.0"
Running,2019-09-14 08:19:35,false,"Morton Running","1.67","220","00:16:51","--","--","--","166","174","10:05","7:29","10","--","0.96","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","16:51","0:00","0.0","0:00","No","05:54.85","2","0.0"
Running,2019-09-14 07:30:29,false,"Morton Running","6.22","804","00:36:51","--","--","--","174","187","5:56","5:00","56","59","1.56","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:51","0:00","0.0","0:00","No","01:12.18","7","0.0"
Running,2019-09-14 07:14:55,false,"Morton Running","0.27","34","00:03:11.2","--","--","--","158","171","11:55","7:59","--","--","0.86","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","3:11.2","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-09-13 15:29:53,false,"Morton Running","0.28","35","00:02:27.7","--","--","--","168","172","8:56","8:33","--","--","1.07","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:27.7","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-09-11 07:06:00,false,"Irvine Running","7.26","967","00:57:39","--","--","--","169","181","7:57","6:43","67","67","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","57:39","0:00","0.0","0:00","No","02:06.85","8","0.0"
Running,2019-09-08 15:05:43,false,"Morton Running","3.44","451","00:33:12","--","--","--","167","194","9:38","7:07","68","64","1.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","33:12","0:00","0.0","0:00","No","04:16.46","4","0.0"
Running,2019-09-07 09:43:18,false,"Scott County Running","10.19","1,355","01:32:33","--","--","--","167","179","9:05","5:39","454","435","1.06","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:32:33","0:00","0.0","0:00","No","01:30.55","11","0.0"
Running,2019-09-05 09:16:36,false,"Morton Running","4.20","466","00:35:47","141","153","2.5","169","178","8:31","7:28","24","23","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","35:47","0:00","0.0","0:00","No","01:47.24","5","0.0"
Running,2019-09-04 08:38:28,false,"Morton Running","5.17","573","00:39:28","151","181","3.2","169","195","7:39","4:52","31","23","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","39:28","0:00","0.0","0:00","No","01:20.81","6","0.0"
Running,2019-09-02 10:49:53,false,"Morton Running","6.42","689","00:54:41","140","163","2.7","167","175","8:31","7:27","60","57","1.13","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","54:41","0:00","0.0","0:00","No","03:41.46","7","0.0"
Running,2019-08-31 06:16:12,false,"Glen Carbon Running","5.55","633","00:43:50","151","166","3.2","169","174","7:54","6:44","37","37","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","43:50","0:00","0.0","0:00","No","04:21.78","6","0.0"
Running,2019-08-30 09:37:28,false,"Morton Running","6.28","682","00:46:19","154","186","3.8","170","177","7:22","5:32","49","47","1.28","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","46:19","0:00","0.0","0:00","No","02:11.26","7","0.0"
Running,2019-08-28 08:34:41,false,"Morton Running","5.01","583","00:41:58","147","162","3.2","168","175","8:23","7:12","35","32","1.15","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","41:58","0:00","0.0","0:00","No","00:05.59","6","0.0"
Running,2019-08-27 09:00:52,false,"Morton Running","4.04","457","00:34:49","143","155","2.8","167","171","8:37","7:44","20","15","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","34:49","0:00","0.0","0:00","No","00:19.96","5","0.0"
Running,2019-08-26 09:34:04,false,"Morton - 2 @ 10k RP + 20x30H30E","8.20","935","01:01:26","163","183","4.8","169","188","7:30","5:02","52","49","1.27","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:01:26","0:00","0.0","0:00","No","00:00.88","48","0.0"
Running,2019-08-23 06:07:53,false,"Glen Carbon Running","4.11","551","00:33:48","--","--","--","167","180","8:13","7:12","44","42","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","33:48","0:00","0.0","0:00","No","00:57.43","5","0.0"
Running,2019-08-22 09:38:53,false,"Morton - 15x600","5.26","558","00:39:57","154","185","3.7","168","188","7:36","5:01","26","30","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","39:57","0:00","0.0","0:00","No","01:24.08","17","0.0"
Running,2019-08-21 08:37:58,false,"Morton Running","4.52","548","00:39:05","149","169","3.4","166","173","8:39","7:50","36","30","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","39:05","0:00","0.0","0:00","No","04:35.18","5","0.0"
Running,2019-08-19 09:04:22,false,"Morton Running","3.77","436","00:33:21","143","157","3.0","167","171","8:51","7:02","19","18","1.10","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","33:21","0:00","0.0","0:00","No","06:50.02","4","0.0"
Running,2019-08-18 13:12:11,false,"Morton - Mixed Fartlek","7.66","942","00:59:14","165","193","5.0","168","184","7:44","5:17","59","49","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","59:14","0:00","0.0","0:00","No","01:00.00","16","0.0"
Running,2019-08-15 09:29:34,false,"Morton Running","6.17","680","00:51:39","145","162","3.3","168","174","8:22","7:50","54","51","1.14","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","51:39","0:00","0.0","0:00","No","01:27.75","7","0.0"
Running,2019-08-11 12:33:52,false,"Steamboat Springs Running","8.25","1,269","01:50:34","154","183","4.4","142","239","13:24","6:40","2,205","2,195","0.83","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:50:34","0:00","0.0","0:00","No","02:01.16","9","0.0"
Running,2019-08-10 11:38:14,false,"Jackson County Running","5.71","543","02:31:48","--","--","--","107","228","26:35","8:19","1,016","997","0.57","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:31:48","0:00","0.0","0:00","No","13:45.46","6","0.0"
Running,2019-08-08 17:42:34,false,"Steamboat Springs Running","5.11","633","00:40:32","159","173","4.1","169","177","7:56","7:33","52","67","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","40:32","0:00","0.0","0:00","No","00:50.72","6","0.0"
Running,2019-08-05 08:48:36,false,"Morton Running","3.63","419","00:29:33","146","160","3.2","169","174","8:09","6:56","57","50","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","29:33","0:00","0.0","0:00","No","05:05.72","4","0.0"
Cycling,2019-08-04 13:58:15,false,"Morton Cycling","28.04","1,723","01:40:22","--","--","--","--","--","16.8","36.2","673","671","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:40:22","0:00","0.0","0:00","No","10:11.77","6","0.0"
Running,2019-08-02 09:00:47,false,"Morton Running","3.75","450","00:31:25","147","164","3.2","169","175","8:23","7:28","26","23","1.14","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","31:25","0:00","0.0","0:00","No","06:01.26","4","0.0"
Running,2019-08-01 08:44:52,false,"Morton Running","3.81","424","00:32:25","140","152","2.7","169","179","8:31","7:09","18","--","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","32:25","0:00","0.0","0:00","No","06:50.23","4","0.0"
Running,2019-07-27 11:54:12,false,"Camden County Running","2.71","361","00:20:04","--","--","--","171","192","7:24","5:03","198","187","1.27","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:04","0:00","0.0","0:00","No","05:37.61","3","0.0"
Running,2019-07-22 09:11:37,false,"Morton Running","4.50","465","00:31:02","156","184","3.5","172","185","6:54","5:00","36","32","1.36","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","31:02","0:00","0.0","0:00","No","03:14.97","5","0.0"
Running,2019-07-19 09:24:11,false,"Morton Running","5.32","614","00:41:38","152","174","3.6","171","178","7:50","7:18","51","43","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","41:38","0:00","0.0","0:00","No","02:26.62","6","0.0"
Running,2019-07-18 08:56:30,false,"Morton Running","5.56","660","00:43:06","155","175","3.8","170","176","7:45","7:18","42","39","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","43:06","0:00","0.0","0:00","No","04:17.18","6","0.0"
Running,2019-07-16 09:16:06,false,"Morton Running","2.72","366","00:20:38","--","--","--","171","176","7:34","7:05","19","20","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:38","0:00","0.0","0:00","No","05:17.25","3","0.0"
Running,2019-07-13 09:22:31,false,"Basalt Running","0.21","23","00:02:57.8","--","--","--","162","174","14:26","9:51","--","--","0.69","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:57.8","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-07-13 06:03:14,false,"Aspen Running","26.03","3,460","02:59:55","--","--","--","174","193","6:55","4:25","450","1,760","1.34","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:59:55","0:00","0.0","0:00","No","00:08.56","27","0.0"
Running,2019-07-13 05:45:33,false,"Aspen Running","0.54","71","00:05:14.6","--","--","--","170","175","9:46","8:09","12","--","0.97","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","5:14.6","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-07-12 16:52:26,false,"Aspen Running","3.02","377","00:27:23","145","165","2.5","170","176","9:05","7:14","99","99","1.04","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","27:23","0:00","0.0","0:00","No","03:47.89","4","0.0"
Running,2019-07-10 06:27:45,false,"Morton Running","6.01","733","00:50:02","149","172","3.3","169","174","8:20","7:34","42","40","1.14","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","50:02","0:00","0.0","0:00","No","00:03.08","7","0.0"
Running,2019-07-08 06:06:22,false,"Morton Running","10.32","1,068","01:19:26","148","170","3.4","171","176","7:42","6:39","49","26","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:19:26","0:00","0.0","0:00","No","02:28.90","11","0.0"
Cycling,2019-07-07 16:57:06,false,"Morton Cycling","5.14","276","00:36:09","--","--","--","--","--","8.5","15.7","33","17","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:09","0:00","0.0","0:00","No","00:34.77","2","0.0"
Running,2019-07-07 07:32:45,false,"Morton Running","6.89","731","01:00:00","138","152","2.5","170","174","8:43","7:50","61","55","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:00:00","0:00","0.0","0:00","No","07:31.74","7","0.0"
Running,2019-07-05 05:40:16,false,"East Moline Running","14.01","1,618","02:02:45","146","181","3.6","170","176","8:46","7:33","55","50","1.08","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:02:45","0:00","0.0","0:00","No","00:06.64","15","0.0"
Running,2019-07-03 08:17:13,false,"Morton Running","6.42","763","00:54:28","146","159","3.1","169","178","8:29","7:50","32","30","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","54:28","0:00","0.0","0:00","No","03:32.40","7","0.0"
Running,2019-07-02 11:17:26,false,"Morton - 10 x 800","10.21","1,328","01:23:30","--","--","--","162","179","8:11","6:03","41","44","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:23:30","0:00","0.0","0:00","No","01:02.81","24","0.0"
Running,2019-07-01 05:48:20,false,"Morton Running","8.02","1,074","01:05:25","--","--","--","169","176","8:10","7:19","59","50","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:05:25","0:00","0.0","0:00","No","00:07.47","9","0.0"
Running,2019-06-29 10:39:12,false,"Morton Running","9.08","1,209","01:08:19","--","--","--","170","178","7:31","6:19","60","48","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:08:19","0:00","0.0","0:00","No","00:40.12","10","0.0"
Running,2019-06-26 17:49:28,false,"Morton Running","5.88","783","00:47:16","--","--","--","168","172","8:02","7:12","32","21","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","47:16","0:00","0.0","0:00","No","06:57.73","6","0.0"
Running,2019-06-24 08:56:07,false,"Lafayette Running","9.05","1,175","01:10:56","--","--","--","171","184","7:50","5:17","83","72","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:10:56","0:00","0.0","0:00","No","00:03.71","44","0.0"
Running,2019-06-23 08:22:59,false,"Lafayette Running","6.78","787","00:57:13","147","162","3.0","171","177","8:27","7:41","607","676","1.11","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","57:13","0:00","0.0","0:00","No","06:29.62","7","0.0"
Running,2019-06-21 10:23:12,false,"Lafayette Running","12.01","1,460","01:27:00","168","189","5.0","173","184","7:15","6:09","189","183","1.28","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:27:00","0:00","0.0","0:00","No","00:05.23","13","0.0"
Running,2019-06-20 15:12:50,false,"Lafayette Running","3.04","366","00:24:18","151","165","2.9","169","174","8:00","7:23","--","140","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:18","0:00","0.0","0:00","No","00:18.22","4","0.0"
Running,2019-06-20 14:37:28,false,"Lafayette Running","3.33","419","00:27:59","149","164","2.9","170","176","8:25","7:42","135","--","1.13","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","27:59","0:00","0.0","0:00","No","02:44.09","4","0.0"
Running,2019-06-18 11:14:06,false,"Louisville Running","5.84","602","00:46:09","141","171","2.6","168","175","7:55","7:11","14","166","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","46:09","0:00","0.0","0:00","No","06:46.54","6","0.0"
Running,2019-06-17 10:09:58,false,"Lafayette - Fartlek 1H1E x 15","9.62","1,041","01:13:35","153","183","3.7","170","192","7:39","5:34","132","132","1.23","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:13:35","0:00","0.0","0:00","No","01:00.00","44","0.0"
Running,2019-06-15 10:03:09,false,"Lafayette Running","0.65","86","00:06:46.4","--","--","--","165","175","10:29","6:51","--","--","0.93","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","6:46.4","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-15 05:55:43,false,"Lafayette Running","0.84","109","00:09:42.2","--","--","--","160","183","11:34","5:30","21","26","0.87","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","9:42.2","0:00","0.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-14 09:51:24,false,"Lafayette Cycling","1.93","105","00:10:32","--","--","--","--","--","11.0","15.5","43","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","10:32","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-14 05:30:57,false,"Lafayette Running","20.02","2,372","02:48:41","153","175","3.8","171","178","8:25","7:26","261","235","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:48:41","0:00","0.0","0:00","No","00:10.64","21","0.0"
Cycling,2019-06-13 19:18:46,false,"Lafayette Cycling","1.86","92","00:09:05.8","--","--","--","--","--","12.3","19.7","--","43","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","9:05.8","0:00","0.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-13 13:05:41,false,"Lafayette Cycling","0.36","15","00:01:52.4","--","--","--","--","--","11.4","13.7","16","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:52.4","0:00","0.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-13 11:26:30,false,"Lafayette Cycling","2.17","115","00:27:58","--","--","--","--","--","4.6","16.9","42","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","27:58","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-13 09:46:36,false,"Lafayette Running","6.01","702","00:47:58","149","165","3.2","170","176","7:59","7:08","70","64","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","47:58","0:00","0.0","0:00","No","00:06.37","7","0.0"
Running,2019-06-12 16:45:49,false,"Lafayette Running","2.58","270","00:22:02","133","144","2.0","170","174","8:33","7:28","39","33","1.11","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:02","0:00","0.0","0:00","No","04:59.54","3","0.0"
Running,2019-06-11 14:50:53,false,"Lafayette Running","13.33","1,469","01:36:54","160","183","3.9","172","186","7:16","5:25","297","300","1.29","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:36:54","0:00","0.0","0:00","No","02:53.24","14","0.0"
Running,2019-06-10 17:39:42,false,"Lafayette Running","3.10","380","00:24:49","153","165","2.9","167","172","8:01","7:16","112","102","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:49","0:00","0.0","0:00","No","00:44.05","4","0.0"
Running,2019-06-10 17:14:25,false,"Lafayette Running","3.06","346","00:24:45","146","161","2.5","167","174","8:05","7:01","110","109","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:45","0:00","0.0","0:00","No","00:27.76","4","0.0"
Cycling,2019-06-09 08:26:28,false,"Wheat Ridge Cycling","30.95","1,149","02:26:10","122","166","2.2","--","--","12.7","28.1","2,194","2,191","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:26:10","0:00","0.0","0:00","No","03:55.36","7","0.0"
Cycling,2019-06-08 09:32:34,false,"Lafayette Cycling","4.88","232","00:28:15","--","--","--","--","--","10.4","18.9","60","46","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","28:15","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-07 07:01:32,false,"Broomfield Running","18.01","2,234","02:26:30","162","187","4.5","169","179","8:08","5:59","554","788","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:26:30","0:00","0.0","0:00","No","00:04.09","19","0.0"
Running,2019-06-06 10:16:04,false,"Lafayette Running","5.11","583","00:43:35","142","162","2.8","169","177","8:32","7:08","130","120","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","43:35","0:00","0.0","0:00","No","00:57.81","6","0.0"
Running,2019-06-05 15:27:43,false,"Lafayette Running","6.11","714","00:49:24","148","161","3.2","168","176","8:05","7:19","167","154","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","49:24","0:00","0.0","0:00","No","01:01.11","7","0.0"
Cycling,2019-06-05 13:04:06,false,"Lafayette Cycling","1.71","83","00:08:33.3","--","--","--","--","--","12.0","18.8","--","27","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","8:33.3","0:00","0.0","0:00","No","00:00.00","1","0.0"
Cycling,2019-06-05 07:37:09,false,"Lafayette Cycling","2.02","119","00:12:12","--","--","--","--","--","9.9","15.3","43","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","12:12","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-04 08:15:05,false,"Lafayette Running","14.09","1,681","01:46:07","164","184","4.8","172","210","7:32","5:35","376","373","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:46:07","0:00","0.0","0:00","No","00:45.23","15","0.0"
Running,2019-06-03 09:28:27,false,"Boulder Running","2.12","205","01:59:33","--","--","--","112","158","56:28","16:55","500","471","0.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:59:33","0:00","0.0","0:00","No","03:56.99","3","0.0"
