date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2020-11-04,Running,False,Sunndal Running,10.03,798,00:49:32,160,190,3.7,170,185,0 days 00:04:56,0 days 00:03:25,99,82,1.19,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,49:32,0:00,10.0,0:00,No,02:04.57,7,0.0,17,17,17,11,garmin,0
2020-11-10,Running,False,Oslo Running,9.81,837,00:50:49,161,195,4.0,165,195,0 days 00:05:11,0 days 00:03:49,152,171,1.17,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,50:49,0:00,8.0,0:00,No,50:48.83,1,0.0,16,16,16,11,garmin,0
2020-11-11,Running,False,Oslo Running,8.77,782,00:47:11,164,193,3.9,167,240,0 days 00:05:23,0 days 00:04:01,121,122,1.11,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,47:11,0:00,12.0,0:00,No,01:11.18,2,0.0,13,13,13,11,garmin,0
2020-11-21,Running,False,Oslo Running,16.0,"1,323",01:19:35,167,195,4.9,174,224,0 days 00:04:58,0 days 00:03:52,264,263,1.16,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:19:35,0:00,11.0,0:00,No,01:19:34.57,1,0.0,17,17,17,11,garmin,0
2020-11-23,Running,False,Oslo Running,9.95,807,00:47:18,165,199,4.2,170,185,0 days 00:04:45,0 days 00:03:46,160,179,1.24,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,47:18,0:00,10.0,0:00,No,47:17.83,1,0.0,14,14,14,11,garmin,0
2020-11-24,Running,False,Oslo Running,14.01,998,01:06:07,157,202,4.1,167,194,0 days 00:04:43,0 days 00:03:59,123,128,1.27,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:06:07,0:00,12.0,0:00,No,01:06:07.49,1,0.0,12,12,12,11,garmin,0
2020-11-25,Running,False,Oslo Running,11.94,949,01:00:01,159,188,3.9,170,197,0 days 00:05:02,0 days 00:03:46,256,245,1.17,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:00:01,0:00,13.0,0:00,No,01:00:01.00,1,0.0,14,14,14,11,garmin,0
2020-11-27,Running,False,Oslo Running,11.01,797,00:53:32,154,183,3.8,170,216,0 days 00:04:52,0 days 00:03:29,64,59,1.2,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,53:32,0:00,7.0,0:00,No,02:00.30,11,0.0,14,14,14,11,garmin,0
2020-11-28,Running,False,Oslo Running,12.84,"1,019",01:04:10,161,181,3.9,169,221,0 days 00:05:00,0 days 00:03:35,144,145,1.19,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:04:10,0:00,8.0,0:00,No,01:04:10.41,1,0.0,13,13,13,11,garmin,0
2020-11-29,Running,False,Oslo Running,15.66,"1,292",01:12:44,172,200,5.0,177,243,0 days 00:04:39,0 days 00:03:25,213,216,1.21,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:12:44,0:00,3.0,0:00,No,01:12:44.07,1,0.0,19,19,19,11,garmin,0
2020-12-01,Running,False,Oslo Running,10.0,844,00:50:43,163,191,4.1,172,226,0 days 00:05:04,0 days 00:03:26,169,174,1.15,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,50:43,0:00,7.0,0:00,No,04:42.69,2,0.0,13,13,13,11,garmin,0
2020-12-02,Running,False,Sunndal Running,10.07,898,00:50:16,173,202,4.7,178,238,0 days 00:05:00,0 days 00:04:16,86,80,1.13,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,50:16,0:00,11.0,0:00,No,50:15.71,1,0.0,22,22,22,11,garmin,0
2020-12-05,Running,False,Oslo Running,10.01,788,00:51:14,159,195,3.6,167,179,0 days 00:05:07,0 days 00:04:06,184,204,1.17,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,51:14,0:00,7.0,0:00,No,02:13.86,2,0.0,17,17,17,11,garmin,0
2020-12-06,Running,False,Oslo Running,14.63,"1,213",01:17:05,160,198,4.0,171,229,0 days 00:05:16,0 days 00:03:32,246,246,1.11,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:17:05,0:00,7.0,0:00,No,01:17:05.12,1,0.0,14,14,14,11,garmin,0
2020-12-07,Running,False,Sauherad Running,10.0,770,00:47:47,161,189,3.8,171,205,0 days 00:04:47,0 days 00:03:27,146,154,1.22,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,47:47,0:00,9.0,0:00,No,02:30.00,12,0.0,17,17,17,11,garmin,0
2020-12-08,Running,False,Sauherad Running,10.01,820,00:48:30,167,194,4.0,174,232,0 days 00:04:51,0 days 00:03:37,175,123,1.19,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,48:30,0:00,11.0,0:00,No,48:30.29,1,0.0,16,16,16,11,garmin,0
2020-12-09,Running,False,Sauherad Running,11.0,923,00:52:54,170,197,4.4,175,191,0 days 00:04:48,0 days 00:04:01,171,169,1.19,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,52:54,0:00,8.0,0:00,No,52:53.97,1,0.0,18,18,18,11,garmin,0
2020-12-10,Running,False,Sauherad Running,10.0,779,00:47:57,162,193,3.7,175,230,0 days 00:04:48,0 days 00:03:30,125,128,1.19,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,47:57,0:00,8.0,0:00,No,04:00.20,9,0.0,14,14,14,11,garmin,0
2020-12-12,Trail Running,False,Sauherad Trail Running,10.08,924,01:11:22,149,189,3.3,151,242,0 days 00:07:05,0 days 00:03:38,494,494,0.94,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:11:22,0:00,6.0,0:00,No,01:11:21.58,1,0.0,12,12,12,11,garmin,0
2020-12-24,Trail Running,False,BÃ¸ Trail Running,14.85,"1,598",02:15:59,143,189,3.7,121,245,0 days 00:09:09,0 days 00:03:30,558,543,0.91,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,2:15:59,0:00,4.0,0:00,No,02:15:58.98,1,0.0,20,20,20,11,garmin,0
2020-12-26,Trail Running,False,Sauherad Trail Running,14.26,"1,356",01:46:51,149,185,4.0,151,245,0 days 00:07:29,0 days 00:04:08,690,689,0.88,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:46:51,0:00,5.0,0:00,No,01:46:51.39,1,0.0,0,0,0,11,garmin,0
2020-12-29,Running,False,Sauherad Running,9.94,803,00:48:37,165,185,4.0,171,193,0 days 00:04:54,0 days 00:03:30,158,147,1.19,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,48:37,0:00,7.0,0:00,No,02:30.53,11,0.0,15,15,15,11,garmin,0
2020-12-30,Running,False,Oslo Running,5.6,532,00:33:33,156,185,3.1,165,218,0 days 00:06:00,0 days 00:04:06,155,125,1.01,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,33:33,0:00,8.0,0:00,No,33:33.04,1,0.0,0,0,0,11,garmin,0
2020-12-31,Running,False,Oslo Running,10.57,865,00:51:39,165,189,4.3,175,205,0 days 00:04:53,0 days 00:03:30,205,189,1.17,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,51:39,0:00,4.0,0:00,No,51:38.66,1,0.0,0,0,0,11,garmin,0
2021-01-03,Running,False,Oslo Running,10.01,894,00:51:29,169,199,4.9,171,201,0 days 00:05:09,0 days 00:04:09,177,179,1.13,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,51:29,0:00,0.0,0:00,No,51:29.49,1,0.0,0,0,0,11,garmin,0
2021-01-04,Running,False,Oslo Running,10.23,786,00:51:34,155,188,3.6,168,201,0 days 00:05:02,0 days 00:03:41,166,155,1.18,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,51:34,0:00,0.0,0:00,No,51:34.49,1,0.0,0,0,0,11,garmin,0
2021-01-05,Running,False,Oslo Running,10.01,787,00:48:50,162,191,3.8,168,227,0 days 00:04:53,0 days 00:03:32,184,194,1.22,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,48:50,0:00,17.0,0:00,No,48:50.19,1,0.0,18,18,18,11,garmin,0
2021-01-08,Running,False,Oslo Running,10.04,762,00:49:35,154,176,3.6,175,204,0 days 00:04:56,0 days 00:03:48,185,188,1.16,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,49:35,0:00,16.0,0:00,No,49:34.51,1,0.0,0,0,0,11,garmin,0
2021-01-09,Cross Country Classic Skiing,False,Lunner Cross Country Classic Skiing,19.24,729,01:34:01,120,161,2.1,0,0,12.3,40.4,345,352,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:34:01,0:00,9.0,0:00,No,01:15.05,20,0.0,14,14,14,11,garmin,0
2021-01-11,Running,False,Oslo Running,13.01,"1,042",01:05:28,160,193,4.3,170,225,0 days 00:05:02,0 days 00:02:45,143,163,1.17,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:05:28,0:00,4.0,0:00,No,11:47.18,2,0.0,0,0,0,11,garmin,0
2021-01-11,Cross Country Classic Skiing,False,Nittedal Cross Country Classic Skiing,4.94,183,00:25:37,107,129,0.5,0,0,11.6,32.8,71,158,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,25:37,0:00,10.0,0:00,No,04:32.61,5,0.0,17,17,17,11,garmin,0
2021-01-13,Running,False,Oslo Running,9.12,720,00:44:38,161,191,3.9,170,210,0 days 00:04:54,0 days 00:03:56,152,171,1.2,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,44:38,0:00,3.0,0:00,No,44:37.76,1,0.0,17,17,17,11,garmin,0
2021-01-14,Running,False,Oslo Running,10.33,880,00:51:50,169,208,4.6,167,216,0 days 00:05:01,0 days 00:02:52,173,152,1.19,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,51:50,0:00,1.0,0:00,No,51:49.78,1,0.0,0,0,0,11,garmin,0
2021-01-15,Running,False,Oslo Running,10.46,905,00:56:14,163,180,4.0,167,225,0 days 00:05:22,0 days 00:03:16,186,181,1.12,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,56:14,0:00,5.0,0:00,No,56:14.13,1,0.0,20,20,20,11,garmin,0
2021-01-16,Cross Country Classic Skiing,False,Lunner Cross Country Classic Skiing,36.63,"1,684",03:19:57,122,157,2.7,0,0,11.0,48.6,777,761,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,3:19:57,0:00,0.0,0:00,No,02:08.55,37,0.0,21,21,21,11,garmin,0
2021-01-18,Running,False,Oslo Running,9.85,748,00:45:45,164,192,3.9,166,221,0 days 00:04:39,0 days 00:03:37,179,184,1.3,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,45:45,0:00,4.0,0:00,No,45:45.28,1,0.0,0,0,0,11,garmin,0
