,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,max_depth,bottom_time,min_temp,gas_type,surface_interval,decompression,weight,current,surface_conditions,water_type,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,stress_change,stress_start,stress_end,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,14,2020-02-25,Running,False,Denver - Run Workout,5.79,732,00:55:20,149,169,3.6,144,158,0 days 00:09:33,0 days 00:07:51,39,49,1.18,10.6,12.6,312,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55:20,0,0:00,46.4,0,0:00,No,0.0,0,0,0,03:09.19,8,0.0,34,20,43,0,0,0,8,garmin,0,6.7357512953367875,0.8514285714285714,9.214659685863873,6.282722513089005,9.214667184000847,10.822595685907036
11,15,2020-02-26,Running,False,Denver - Run Workout,3.72,493,00:38:23,148,161,3.0,143,159,0 days 00:10:19,0 days 00:08:11,66,59,1.1,11.9,12.9,321,49.8% L / 50.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:23,0,0:00,66.2,0,0:00,No,0.0,0,0,0,03:23.46,5,0.0,33,23,39,0,0,0,8,garmin,0,17.741935483870968,0.8457142857142858,8.529886914378029,5.815831987075929,8.529935069911481,10.086071873206143
12,16,2020-02-27,Running,False,Denver - Run Workout,3.32,433,00:33:54,148,162,3.0,145,157,0 days 00:10:13,0 days 00:08:54,89,72,1.04,11.6,12.2,313,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:54,0,0:00,66.2,0,0:00,No,0.0,0,0,0,03:53.95,5,0.0,34,20,41,0,0,0,8,garmin,0,26.80722891566265,0.8457142857142858,8.61337683523654,5.872756933115824,8.613487848956192,10.184867388968469
13,17,2020-02-29,Running,False,Denver - Run Workout,3.4,440,00:34:07,147,170,3.1,146,256,0 days 00:10:03,0 days 00:07:41,39,16,1.13,10.8,12.3,304,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:07,0,0:00,62.6,0,0:00,No,0.0,0,0,0,04:26.71,4,0.0,34,19,41,0,0,0,8,garmin,0,11.470588235294118,0.84,8.756218905472636,5.970149253731343,8.756239568294767,10.424094724160437
14,18,2020-03-01,Running,False,Denver - Run Workout,10.5,"1,443",01:52:45,153,179,4.2,141,256,0 days 00:10:45,0 days 00:06:36,348,315,1.07,11.7,12.7,317,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:52:45,0,0:00,55.4,0,0:00,No,0.0,0,0,0,04:24.38,12,0.0,34,19,43,0,0,0,8,garmin,0,33.142857142857146,0.8742857142857143,8.186046511627907,5.5813953488372094,8.186207781031197,9.363309553467055
15,19,2020-03-03,Running,False,Denver Running,4.82,624,00:44:17,165,181,4.0,149,165,0 days 00:09:12,0 days 00:07:22,105,131,1.17,11.0,12.9,303,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,44:17,0,0:00,71.6,0,0:00,No,0.0,0,0,0,07:52.83,5,0.0,36,18,43,0,0,0,8,garmin,0,21.784232365145225,0.9428571428571428,9.565217391304348,6.521739130434783,9.565298801664792,10.145013880553567
16,20,2020-03-05,Running,False,Denver Running,4.71,575,00:43:43,152,169,3.6,146,160,0 days 00:09:17,0 days 00:08:06,95,79,1.19,10.8,13.2,311,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,43:43,0,0:00,62.6,0,0:00,No,0.0,0,0,0,06:38.12,5,0.0,33,16,39,0,0,0,8,garmin,0,20.169851380042463,0.8685714285714285,9.47935368043088,6.4631956912028725,9.479422845162896,10.913809196733597
17,21,2020-03-06,Running,False,Denver - Run Workout,3.44,505,00:38:14,157,187,3.4,136,256,0 days 00:11:07,0 days 00:02:54,361,338,1.07,10.8,11.2,327,51.0% L / 49.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:14,0,0:00,77.0,0,0:00,No,0.0,0,0,0,01:00.00,19,0.0,32,18,42,0,0,0,8,garmin,0,104.94186046511628,0.8971428571428571,7.916041979010494,5.397301349325337,7.917605360203085,8.825356293219999
18,22,2020-03-08,Running,False,Denver - Run Workout,5.41,782,00:57:40,163,175,3.9,140,166,0 days 00:10:39,0 days 00:08:02,171,167,1.1,11.2,12.4,320,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:40,0,0:00,77.0,0,0:00,No,0.0,0,0,0,04:53.76,6,0.0,34,16,43,0,0,0,8,garmin,0,31.608133086876155,0.9314285714285714,8.262910798122064,5.633802816901408,8.26305885514868,8.87138220644797
19,23,2020-03-14,Running,False,Denver Running,3.15,325,00:27:14,151,175,3.1,147,165,0 days 00:08:39,0 days 00:07:39,46,43,1.26,10.7,13.7,297,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:14,0,0:00,53.6,0,0:00,No,0.0,0,0,0,01:21.25,4,0.0,31,16,41,0,0,0,8,garmin,0,14.603174603174603,0.8628571428571429,10.173410404624278,6.936416184971098,10.17344931473344,11.790421391247365
20,24,2020-03-15,Running,False,Denver - Run Workout,9.01,"1,244",01:41:02,154,168,3.9,142,256,0 days 00:11:13,0 days 00:07:21,279,243,1.02,12.2,12.6,319,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:41:02,0,0:00,71.6,0,0:00,No,0.0,0,0,0,00:12.50,11,0.0,34,17,43,0,0,0,8,garmin,0,30.965593784683687,0.88,7.845468053491826,5.349182763744428,7.845602973422034,8.91545792434322
21,25,2020-03-17,Running,False,Denver - Run Workout,3.77,483,00:38:27,147,164,3.2,142,187,0 days 00:10:11,0 days 00:08:39,36,33,1.11,11.6,13.1,317,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:27,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:26.66,7,0.0,32,17,38,0,0,0,8,garmin,0,9.549071618037136,0.84,8.641571194762683,5.8919803600654665,8.641585327191855,10.287601579990303
22,26,2020-03-18,Running,False,Denver - Run Workout,3.88,525,00:40:23,151,168,3.3,142,157,0 days 00:10:24,0 days 00:02:01,59,75,1.08,11.8,13.0,317,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:23,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:22.56,5,0.0,33,22,41,0,0,0,8,garmin,0,15.20618556701031,0.8628571428571429,8.461538461538462,5.769230769230769,8.461573552168325,9.806459414764614
23,27,2020-03-20,Running,False,Denver Running,3.05,332,00:25:59,160,178,3.4,148,173,0 days 00:08:31,0 days 00:07:20,46,26,1.27,10.1,13.2,298,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:59,0,0:00,57.2,0,0:00,No,0.0,0,0,0,00:27.88,4,0.0,34,18,41,0,0,0,8,garmin,0,15.081967213114755,0.9142857142857143,10.332681017612524,7.045009784735812,10.332723170786455,11.301415968047685
24,28,2020-03-21,Running,False,Denver Running,3.2,417,00:35:02,144,159,2.9,143,164,0 days 00:10:56,0 days 00:09:25,72,49,1.03,12.7,13.3,318,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:02,0,0:00,68.0,0,0:00,No,0.0,0,0,0,02:04.92,4,0.0,34,23,45,0,0,0,8,garmin,0,22.5,0.8228571428571428,8.048780487804876,5.48780487804878,8.048853567261084,9.78159287687979
25,29,2020-03-22,Running,False,Denver - Run Workout,5.83,723,01:05:51,145,166,3.4,140,202,0 days 00:11:18,0 days 00:09:06,164,269,1.01,11.9,12.0,324,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:51,0,0:00,62.6,0,0:00,No,0.0,0,0,0,10:14.76,6,0.0,31,17,39,0,0,0,8,garmin,0,28.130360205831902,0.8285714285714286,7.787610619469025,5.309734513274336,7.787721142781532,9.398973793012193
26,30,2020-03-24,Running,False,Denver - Run Workout,1.79,201,00:20:04,124,139,2.1,141,150,0 days 00:11:11,0 days 00:10:18,13,3,1.02,12.6,13.0,324,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:04,0,0:00,75.2,0,0:00,No,0.0,0,0,0,02:03.63,5,0.0,27,16,36,0,0,0,8,garmin,0,7.262569832402234,0.7085714285714285,7.868852459016393,5.365126676602086,7.868859902804444,11.105245830570789
27,31,2020-03-25,Running,False,Denver - Run Workout,3.56,453,00:40:43,140,157,2.9,139,248,0 days 00:11:27,0 days 00:09:29,20,33,1.02,11.9,12.3,326,50.9% L / 49.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:43,0,0:00,78.8,0,0:00,No,0.0,0,0,0,00:43.31,5,0.0,31,19,38,0,0,0,8,garmin,0,5.617977528089887,0.8,7.685589519650655,5.240174672489084,7.685593870151099,9.606992337688872
28,32,2020-03-31,Running,False,Denver Running,2.68,351,00:30:28,143,158,2.9,141,249,0 days 00:11:21,0 days 00:09:02,16,10,0.97,12.6,12.1,324,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:28,0,0:00,80.6,0,0:00,No,0.0,0,0,0,08:36.97,3,0.0,31,22,40,0,0,0,8,garmin,0,5.970149253731343,0.8171428571428572,7.753303964757709,5.286343612334802,7.753308921076226,9.488315113205172
29,33,2020-04-03,Running,False,Denver Running,3.08,380,00:30:28,151,167,3.4,146,159,0 days 00:09:54,0 days 00:08:44,46,23,1.11,11.4,13.0,313,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:28,0,0:00,51.8,0,0:00,No,0.0,0,0,0,00:49.50,4,0.0,34,14,43,0,0,0,8,garmin,0,14.935064935064934,0.8628571428571429,8.888888888888888,6.0606060606060606,8.888924448990926,10.301733632936504
30,35,2020-04-05,Running,False,Denver Running,3.15,416,00:30:24,162,178,3.7,144,181,0 days 00:09:39,0 days 00:08:39,33,30,1.16,11.6,13.7,307,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:24,0,0:00,80.6,0,0:00,No,0.0,0,0,0,01:26.55,4,0.0,36,18,44,0,0,0,8,garmin,0,10.476190476190476,0.9257142857142857,9.119170984455957,6.217616580310881,9.11918893443157,9.850975700774844
31,36,2020-04-07,Running,False,Denver - Run Workout,4.18,542,00:40:18,160,180,4.0,145,158,0 days 00:09:38,0 days 00:04:50,36,43,1.16,11.5,13.5,308,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:18,0,0:00,82.4,0,0:00,No,0.0,0,0,0,00:18.31,8,0.0,35,17,44,0,0,0,8,garmin,0,8.612440191387561,0.9142857142857143,9.134948096885813,6.228373702422146,9.134960249239263,9.991362772605445
32,37,2020-04-09,Running,False,Denver - Run Workout,3.11,378,00:33:24,143,157,2.9,139,256,0 days 00:10:43,0 days 00:09:20,10,16,1.06,12.2,13.1,322,49.8% L / 50.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:24,0,0:00,68.0,0,0:00,No,0.0,0,0,0,05:00.00,4,0.0,30,16,36,0,0,0,8,garmin,0,3.2154340836012865,0.8171428571428572,8.211508553654742,5.598755832037325,8.211510076319481,10.049050792698665
33,39,2020-04-11,Running,False,Denver Running,3.11,407,00:33:26,147,161,3.1,141,151,0 days 00:10:45,0 days 00:09:18,33,30,1.06,11.9,12.8,325,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:26,0,0:00,82.4,0,0:00,No,0.0,0,0,0,01:18.02,4,0.0,31,19,38,0,0,0,8,garmin,0,10.610932475884244,0.84,8.186046511627907,5.5813953488372094,8.18606304201526,9.745313145256262
34,42,2020-04-15,Running,False,Denver Running,3.12,435,00:30:06,170,187,3.9,145,194,0 days 00:09:39,0 days 00:08:14,43,43,1.15,11.4,13.4,308,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:06,0,0:00,68.0,0,0:00,No,0.0,0,0,0,01:19.56,4,0.0,38,28,45,0,0,0,8,garmin,0,13.782051282051281,0.9714285714285714,9.119170984455957,6.217616580310881,9.119202050396124,9.387413875407775
35,45,2020-04-17,Running,False,Denver - Run Workout,3.41,471,00:40:13,144,161,3.1,127,154,0 days 00:11:48,0 days 00:09:22,46,36,1.08,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:13,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:13.40,6,0.0,19,19,19,0,0,0,8,garmin,0,13.48973607038123,0.8228571428571428,7.457627118644067,5.084745762711864,7.457651457996582,9.06311809131529
36,47,2020-04-19,Running,False,Denver Running,4.88,676,00:47:20,169,178,4.7,146,194,0 days 00:09:42,0 days 00:07:54,39,49,1.14,11.1,12.9,277,49.6% L / 50.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,47:20,0,0:00,68.0,0,0:00,No,0.0,0,0,0,00:01.11,7,0.0,39,20,51,0,0,0,8,garmin,0,7.991803278688525,0.9657142857142857,9.072164948453608,6.185567010309279,9.072175340532104,9.394264405876438
37,49,2020-04-22,Running,False,Denver Running,2.95,362,00:27:39,155,174,3.3,146,160,0 days 00:09:23,0 days 00:08:16,13,20,1.18,11.0,13.3,308,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:39,0,0:00,78.8,0,0:00,No,0.0,0,0,0,08:58.87,3,0.0,33,17,39,0,0,0,8,garmin,0,4.406779661016949,0.8857142857142857,9.378330373001775,6.394316163410302,9.378333639408673,10.588441205783987
38,51,2020-04-24,Running,False,Denver Running,3.12,432,00:32:48,162,172,3.4,145,155,0 days 00:10:31,0 days 00:09:25,52,49,1.06,12.0,12.9,321,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:48,0,0:00,68.0,0,0:00,No,0.0,0,0,0,01:31.53,4,0.0,35,14,42,0,0,0,8,garmin,0,16.666666666666668,0.9257142857142857,8.36767036450079,5.7052297939778125,8.36771205174054,9.039195117620954
39,52,2020-04-26,Running,False,Denver Running,3.42,438,00:36:03,152,169,3.3,143,185,0 days 00:10:32,0 days 00:08:44,167,184,1.07,11.6,12.6,322,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:03,0,0:00,71.6,0,0:00,No,0.0,0,0,0,05:19.12,4,0.0,31,13,39,0,0,0,8,garmin,0,48.83040935672515,0.8685714285714285,8.354430379746836,5.69620253164557,8.35478764472696,9.618998933073803
40,54,2020-04-29,Running,False,Denver Running,3.18,416,00:33:40,156,167,3.2,141,149,0 days 00:10:35,0 days 00:09:02,49,30,1.07,11.9,12.9,318,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:40,0,0:00,82.4,0,0:00,No,0.0,0,0,0,01:56.23,4,0.0,33,19,42,0,0,0,8,garmin,0,15.40880503144654,0.8914285714285715,8.31496062992126,5.669291338582677,8.314996037754556,9.327719914147739
41,58,2020-05-01,Running,False,Denver Running,5.11,783,00:57:45,171,187,4.7,141,240,0 days 00:11:18,0 days 00:03:09,194,207,1.02,12.1,12.4,322,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:45,0,0:00,84.2,0,0:00,No,0.0,0,0,0,01:19.40,6,0.0,36,13,45,0,0,0,8,garmin,0,37.96477495107632,0.9771428571428571,7.787610619469025,5.309734513274336,7.7878119281180584,7.969982967372283
42,60,2020-05-03,Running,False,Denver Running,3.1,434,00:34:30,153,169,3.4,138,213,0 days 00:11:07,0 days 00:08:52,36,36,1.07,11.9,13.0,316,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:30,0,0:00,84.2,0,0:00,No,0.0,0,0,0,01:20.95,4,0.0,33,18,43,0,0,0,8,garmin,0,11.612903225806452,0.8742857142857143,7.916041979010494,5.397301349325337,7.916061125596041,9.054318280910504
43,63,2020-05-06,Running,False,Denver Running,3.1,382,00:29:40,158,176,3.4,146,254,0 days 00:09:33,0 days 00:07:34,20,43,1.16,11.8,13.3,308,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:40,0,0:00,75.2,0,0:00,No,0.0,0,0,0,01:42.60,4,0.0,33,14,40,0,0,0,8,garmin,0,6.451612903225806,0.9028571428571428,9.214659685863873,6.282722513089005,9.214666564746535,10.206118030573695
44,65,2020-05-07,Running,False,Denver Running,3.05,409,00:30:18,165,177,3.6,146,153,0 days 00:09:56,0 days 00:08:27,112,115,1.1,11.9,13.2,305,49.6% L / 50.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:18,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:27.72,4,0.0,36,27,43,0,0,0,8,garmin,0,36.72131147540984,0.9428571428571428,8.859060402684563,6.040268456375839,8.859274652737149,9.396200389266673
45,66,2020-05-09,Running,False,Denver Running,2.04,242,00:18:22,157,167,3.1,148,159,0 days 00:09:00,0 days 00:08:20,43,36,1.21,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,18:22,0,0:00,66.2,0,0:00,No,0.0,0,0,0,00:23.97,3,0.0,37,14,44,0,0,0,8,garmin,1,21.07843137254902,0.8971428571428571,9.777777777777777,6.666666666666667,9.77785569207683,10.898883733206658
46,68,2020-05-09,Running,False,Denver Running,8.1,"1,101",01:24:04,164,182,4.8,145,170,0 days 00:10:23,0 days 00:09:15,253,259,1.07,11.6,12.6,297,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:24:04,0,0:00,69.8,0,0:00,No,0.0,0,0,0,01:16.40,9,0.0,33,19,45,0,0,0,8,garmin,1,31.23456790123457,0.9371428571428572,8.475120385232746,5.778491171749599,8.475268676385179,9.043731819313452
