,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,max_depth,bottom_time,min_temp,gas_type,surface_interval,decompression,weight,current,surface_conditions,water_type,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,stress_change,stress_start,stress_end,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
14,16,2020-04-11,Running,False,Denver Running,3.11,407,00:33:26,147,161,3.1,141,151,0 days 00:10:45,0 days 00:09:18,33,30,1.06,11.9,12.8,325,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:26,0,0:00,82.4,0,0:00,No,0.0,0,0,0,01:18.02,4,0.0,31,19,38,0,0,0,8,garmin,0,10.610932475884244,0.84,8.186046511627907,5.5813953488372094,8.18606304201526,9.745313145256262
15,18,2020-04-15,Running,False,Denver Running,3.12,435,00:30:06,170,187,3.9,145,194,0 days 00:09:39,0 days 00:08:14,43,43,1.15,11.4,13.4,308,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:06,0,0:00,68.0,0,0:00,No,0.0,0,0,0,01:19.56,4,0.0,38,28,45,0,0,0,8,garmin,0,13.782051282051281,0.9714285714285714,9.119170984455957,6.217616580310881,9.119202050396124,9.387413875407775
16,21,2020-04-17,Running,False,Denver - Run Workout,3.41,471,00:40:13,144,161,3.1,127,154,0 days 00:11:48,0 days 00:09:22,46,36,1.08,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:13,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:13.40,6,0.0,19,19,19,0,0,0,8,garmin,0,13.48973607038123,0.8228571428571428,7.457627118644067,5.084745762711864,7.457651457996582,9.06311809131529
17,23,2020-04-19,Running,False,Denver Running,4.88,676,00:47:20,169,178,4.7,146,194,0 days 00:09:42,0 days 00:07:54,39,49,1.14,11.1,12.9,277,49.6% L / 50.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,47:20,0,0:00,68.0,0,0:00,No,0.0,0,0,0,00:01.11,7,0.0,39,20,51,0,0,0,8,garmin,0,7.991803278688525,0.9657142857142857,9.072164948453608,6.185567010309279,9.072175340532104,9.394264405876438
18,26,2020-04-22,Running,False,Denver Running,2.95,362,00:27:39,155,174,3.3,146,160,0 days 00:09:23,0 days 00:08:16,13,20,1.18,11.0,13.3,308,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:39,0,0:00,78.8,0,0:00,No,0.0,0,0,0,08:58.87,3,0.0,33,17,39,0,0,0,8,garmin,0,4.406779661016949,0.8857142857142857,9.378330373001775,6.394316163410302,9.378333639408673,10.588441205783987
19,28,2020-04-24,Running,False,Denver Running,3.12,432,00:32:48,162,172,3.4,145,155,0 days 00:10:31,0 days 00:09:25,52,49,1.06,12.0,12.9,321,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:48,0,0:00,68.0,0,0:00,No,0.0,0,0,0,01:31.53,4,0.0,35,14,42,0,0,0,8,garmin,0,16.666666666666668,0.9257142857142857,8.36767036450079,5.7052297939778125,8.36771205174054,9.039195117620954
20,30,2020-04-26,Running,False,Denver Running,3.42,438,00:36:03,152,169,3.3,143,185,0 days 00:10:32,0 days 00:08:44,167,184,1.07,11.6,12.6,322,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:03,0,0:00,71.6,0,0:00,No,0.0,0,0,0,05:19.12,4,0.0,31,13,39,0,0,0,8,garmin,0,48.83040935672515,0.8685714285714285,8.354430379746836,5.69620253164557,8.35478764472696,9.618998933073803
21,31,2020-04-29,Running,False,Denver Running,3.18,416,00:33:40,156,167,3.2,141,149,0 days 00:10:35,0 days 00:09:02,49,30,1.07,11.9,12.9,318,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:40,0,0:00,82.4,0,0:00,No,0.0,0,0,0,01:56.23,4,0.0,33,19,42,0,0,0,8,garmin,0,15.40880503144654,0.8914285714285715,8.31496062992126,5.669291338582677,8.314996037754556,9.327719914147739
22,35,2020-05-01,Running,False,Denver Running,5.11,783,00:57:45,171,187,4.7,141,240,0 days 00:11:18,0 days 00:03:09,194,207,1.02,12.1,12.4,322,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:45,0,0:00,84.2,0,0:00,No,0.0,0,0,0,01:19.40,6,0.0,36,13,45,0,0,0,8,garmin,0,37.96477495107632,0.9771428571428571,7.787610619469025,5.309734513274336,7.7878119281180584,7.969982967372283
23,37,2020-05-03,Running,False,Denver Running,3.1,434,00:34:30,153,169,3.4,138,213,0 days 00:11:07,0 days 00:08:52,36,36,1.07,11.9,13.0,316,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:30,0,0:00,84.2,0,0:00,No,0.0,0,0,0,01:20.95,4,0.0,33,18,43,0,0,0,8,garmin,0,11.612903225806452,0.8742857142857143,7.916041979010494,5.397301349325337,7.916061125596041,9.054318280910504
24,40,2020-05-06,Running,False,Denver Running,3.1,382,00:29:40,158,176,3.4,146,254,0 days 00:09:33,0 days 00:07:34,20,43,1.16,11.8,13.3,308,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:40,0,0:00,75.2,0,0:00,No,0.0,0,0,0,01:42.60,4,0.0,33,14,40,0,0,0,8,garmin,0,6.451612903225806,0.9028571428571428,9.214659685863873,6.282722513089005,9.214666564746535,10.206118030573695
25,41,2020-05-07,Running,False,Denver Running,3.05,409,00:30:18,165,177,3.6,146,153,0 days 00:09:56,0 days 00:08:27,112,115,1.1,11.9,13.2,305,49.6% L / 50.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:18,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:27.72,4,0.0,36,27,43,0,0,0,8,garmin,0,36.72131147540984,0.9428571428571428,8.859060402684563,6.040268456375839,8.859274652737149,9.396200389266673
26,44,2020-05-09,Running,False,Denver Running,8.1,"1,101",01:24:04,164,182,4.8,145,170,0 days 00:10:23,0 days 00:09:15,253,259,1.07,11.6,12.6,297,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:24:04,0,0:00,69.8,0,0:00,No,0.0,0,0,0,01:16.40,9,0.0,33,19,45,0,0,0,8,garmin,1,31.23456790123457,0.9371428571428572,8.475120385232746,5.778491171749599,8.475268676385179,9.043731819313452
27,45,2020-05-09,Running,False,Denver Running,2.04,242,00:18:22,157,167,3.1,148,159,0 days 00:09:00,0 days 00:08:20,43,36,1.21,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,18:22,0,0:00,66.2,0,0:00,No,0.0,0,0,0,00:23.97,3,0.0,37,14,44,0,0,0,8,garmin,1,21.07843137254902,0.8971428571428571,9.777777777777777,6.666666666666667,9.77785569207683,10.898883733206658
28,47,2020-05-13,Running,False,Denver Running,4.08,540,00:40:52,160,178,3.9,143,158,0 days 00:10:01,0 days 00:08:41,23,46,1.13,11.9,13.7,312,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:52,0,0:00,82.4,0,0:00,No,0.0,0,0,0,00:46.40,5,0.0,36,15,43,0,0,0,8,garmin,0,5.637254901960784,0.9142857142857143,8.785357737104823,5.990016638935107,8.785362744326653,9.608990501607277
29,48,2020-05-15,Running,False,Denver Running,2.08,251,00:20:55,146,164,2.8,143,176,0 days 00:10:03,0 days 00:09:06,39,59,1.11,12.1,13.4,307,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:55,0,0:00,73.4,0,0:00,No,0.0,0,0,0,00:47.21,3,0.0,30,17,40,0,0,0,8,garmin,0,18.75,0.8342857142857143,8.756218905472636,5.970149253731343,8.756274115751994,10.495534042853418
30,50,2020-05-16,Running,False,Denver Running,5.37,659,01:01:34,138,165,3.1,139,256,0 days 00:11:28,0 days 00:08:21,167,167,1.01,11.9,12.2,319,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:01:34,0,0:00,80.6,0,0:00,No,0.0,0,0,0,03:55.20,6,0.0,29,12,39,0,0,0,8,garmin,0,31.098696461824954,0.7885714285714286,7.674418604651161,5.232558139534883,7.6745517200347555,9.732221384102045
31,51,2020-05-17,Running,False,Denver Running,8.05,"1,088",01:19:06,164,185,5.0,149,208,0 days 00:09:49,0 days 00:08:33,318,299,1.1,11.6,13.0,305,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:19:06,0,0:00,71.6,0,0:00,No,0.0,0,0,0,00:28.25,9,0.0,35,19,42,0,0,0,8,garmin,1,39.503105590062106,0.9371428571428572,8.96434634974533,6.112054329371817,8.964597236185282,9.56588119714893
32,53,2020-05-17,Running,False,Denver Running,1.04,127,00:10:10,143,160,2.3,146,156,0 days 00:09:48,0 days 00:09:18,33,16,1.13,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10:10,0,0:00,68.0,0,0:00,No,0.0,0,0,0,00:24.28,2,0.0,36,21,42,0,0,0,8,garmin,1,31.73076923076923,0.8171428571428572,8.979591836734693,6.122448979591836,8.979753986392222,10.989209423906564
33,54,2020-05-19,Running,False,Denver Running,2.9,381,00:28:54,156,171,3.4,144,187,0 days 00:09:58,0 days 00:08:43,56,75,1.12,11.7,13.1,310,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:54,0,0:00,89.6,0,0:00,No,0.0,0,0,0,09:04.54,3,0.0,33,19,40,0,0,0,8,garmin,0,19.310344827586206,0.8914285714285715,8.82943143812709,6.020066889632107,8.829490487257155,9.90487714916668
34,55,2020-05-20,Running,False,Denver Running,3.02,384,00:28:13,161,184,3.5,147,155,0 days 00:09:21,0 days 00:07:49,151,171,1.17,11.5,13.7,301,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:13,0,0:00,89.6,0,0:00,No,0.0,0,0,0,00:14.82,4,0.0,33,19,42,0,0,0,8,garmin,0,50.0,0.92,9.411764705882351,6.4171122994652405,9.412186697178255,10.230637714324189
35,56,2020-05-23,Running,False,New Braunfels Running,4.02,529,00:36:58,167,195,4.2,145,192,0 days 00:09:12,0 days 00:06:58,184,187,1.21,11.4,13.9,299,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:58,0,0:00,95.0,0,0:00,No,0.0,0,0,0,00:09.49,5,0.0,37,16,45,0,0,0,8,garmin,0,45.77114427860697,0.9542857142857143,9.565217391304348,6.521739130434783,9.565576786597546,10.023808009907608
36,59,2020-05-24,Running,False,New Braunfels Running,3.53,482,00:34:44,161,179,3.5,143,164,0 days 00:09:50,0 days 00:08:26,85,98,1.15,12.6,14.8,295,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:44,0,0:00,86.0,0,0:00,No,0.0,0,0,0,05:05.21,4,0.0,33,18,42,0,0,0,8,garmin,0,24.07932011331445,0.92,8.94915254237288,6.101694915254237,8.949245603916669,9.727440873822466
37,60,2020-05-26,Running,False,New Braunfels Running,3.8,466,00:37:53,149,171,2.9,142,154,0 days 00:09:58,0 days 00:08:07,164,157,1.14,12.4,14.2,310,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,37:53,0,0:00,89.6,0,0:00,No,0.0,0,0,0,08:03.15,4,0.0,30,14,40,0,0,0,8,garmin,0,43.15789473684211,0.8514285714285714,8.82943143812709,6.020066889632107,8.829726387954832,10.370484012698627
38,61,2020-05-26,Running,False,New Braunfels Running,1.54,175,00:14:40,138,153,2.1,144,152,0 days 00:09:31,0 days 00:08:33,30,33,1.17,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:40,0,0:00,80.6,0,0:00,No,0.0,0,0,0,04:56.39,2,0.0,18,18,18,0,0,0,8,garmin,0,19.48051948051948,0.7885714285714286,9.24693520140105,6.304728546409807,9.246998137462816,11.726265754028933
39,62,2020-05-28,Running,False,New Braunfels Running,2.39,288,00:20:53,157,177,3.0,146,226,0 days 00:08:45,0 days 00:07:20,56,59,1.26,11.2,14.2,290,50.9% L / 49.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:53,0,0:00,78.8,0,0:00,No,0.0,0,0,0,03:05.85,3,0.0,32,12,39,0,0,0,8,garmin,0,23.430962343096233,0.8971428571428571,10.057142857142855,6.857142857142857,10.057241884432436,11.21030146353934
40,66,2020-05-31,Running,False,New Braunfels Running,6.62,856,01:05:08,157,184,3.8,143,256,0 days 00:09:50,0 days 00:07:18,272,341,1.15,11.1,12.9,269,49.7% L / 50.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:08,0,0:00,87.8,0,0:00,No,0.0,0,0,0,05:12.45,7,0.0,32,16,45,0,0,0,8,garmin,0,41.08761329305136,0.8971428571428571,8.94915254237288,6.101694915254237,8.949423498717504,9.975472052710593
41,67,2020-06-01,Running,False,Laredo Running,2.78,337,00:30:57,136,153,2.2,143,175,0 days 00:11:08,0 days 00:08:35,89,95,1.01,13.0,13.2,320,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:57,0,0:00,87.8,0,0:00,No,0.0,0,0,0,08:55.23,3,0.0,27,17,36,0,0,0,8,garmin,0,32.014388489208635,0.7771428571428571,7.904191616766467,5.389221556886228,7.9043369102208185,10.171021759475318
42,68,2020-06-03,Running,False,Laredo Running,4.22,572,00:39:14,166,179,3.8,145,172,0 days 00:09:18,0 days 00:07:30,154,148,1.2,11.7,14.2,298,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:14,0,0:00,93.2,0,0:00,No,0.0,0,0,0,02:19.30,5,0.0,34,17,42,0,0,0,8,garmin,0,36.492890995260666,0.9485714285714286,9.462365591397848,6.451612903225806,9.462591593894185,9.975623668261942
43,69,2020-06-05,Running,False,Laredo Running,3.26,439,00:33:58,149,179,3.0,144,170,0 days 00:10:26,0 days 00:07:51,112,105,1.07,12.6,13.3,308,51.0% L / 49.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:58,0,0:00,91.4,0,0:00,No,0.0,0,0,0,02:20.50,4,0.0,31,13,39,0,0,0,8,garmin,0,34.355828220858896,0.8514285714285714,8.434504792332268,5.7507987220447285,8.434683341568611,9.906507280365819
44,70,2020-06-07,Running,False,Laredo Running,8.51,"1,180",01:32:01,156,179,4.0,142,192,0 days 00:10:48,0 days 00:08:35,223,220,1.05,12.9,13.7,310,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:32:01,0,0:00,98.6,0,0:00,No,0.0,0,0,0,05:27.59,9,0.0,34,17,42,0,0,0,8,garmin,0,26.204465334900117,0.8914285714285715,8.148148148148147,5.555555555555555,8.148248496214336,9.140663377163518
45,71,2020-06-09,Running,False,New Braunfels Running,3.11,387,00:25:08,171,190,3.7,149,162,0 days 00:08:04,0 days 00:06:39,128,135,1.34,10.3,14.2,278,51.2% L / 48.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:08,0,0:00,84.2,0,0:00,No,0.0,0,0,0,00:54.99,4,0.0,36,13,43,0,0,0,8,garmin,0,41.157556270096464,0.9771428571428571,10.909090909090908,7.43801652892562,10.90942233257949,11.164613498253866
46,73,2020-06-11,Running,False,New Braunfels Running,2.28,323,00:22:13,160,179,3.1,144,222,0 days 00:09:45,0 days 00:08:00,98,75,1.15,11.5,13.4,292,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22:13,0,0:00,84.2,0,0:00,No,0.0,0,0,0,02:35.61,3,0.0,34,23,40,0,0,0,8,garmin,0,42.982456140350884,0.9142857142857143,9.025641025641026,6.153846153846154,9.02594008367792,9.872121966522725
47,74,2020-06-11,Running,False,New Braunfels Running,1.44,168,00:14:55,131,149,1.9,144,240,0 days 00:10:22,0 days 00:09:09,30,26,1.09,12.6,13.9,301,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:55,0,0:00,78.8,0,0:00,No,0.0,0,0,0,04:19.10,2,0.0,28,15,37,0,0,0,8,garmin,0,20.833333333333336,0.7485714285714286,8.488745980707394,5.787781350482315,8.488812059413743,11.340016109903855
48,75,2020-06-12,Running,False,New Braunfels Running,5.64,826,00:57:29,166,182,3.9,145,256,0 days 00:10:11,0 days 00:08:11,92,92,1.1,12.0,13.2,305,51.3% L / 48.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:29,0,0:00,89.6,0,0:00,No,0.0,0,0,0,06:29.39,6,0.0,35,18,45,0,0,0,8,garmin,0,16.312056737588655,0.9485714285714286,8.641571194762683,5.8919803600654665,8.641612434062408,9.110133590126031
49,79,2020-06-14,Running,False,New Braunfels Running,8.7,"1,205",01:30:17,163,189,4.5,144,220,0 days 00:10:23,0 days 00:08:27,387,374,1.08,12.8,14.1,304,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:17,0,0:00,86.0,0,0:00,No,0.0,0,0,0,07:40.31,9,0.0,35,15,43,0,0,0,8,garmin,1,44.48275862068966,0.9314285714285714,8.475120385232746,5.778491171749599,8.475421147779727,9.099378532892345
