,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,training_stress_scoreâ,grit,flow,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,10,2020-04-18,Running,False,Philadelphia Running,8.0,546,01:10:51,140,160,196,206,0 days 00:08:51,0 days 00:03:42,155,135,0.92,0.0,0.0,0.0,0.0,0.0,1:10:51,0:00,0.0,0:00,No,08:28.13,8,0.0,0,garmin,0,19.375,0.8,9.943502824858758,6.779661016949153,9.943569770687334,12.429462213359168
11,11,2020-04-19,Running,False,Philadelphia Running,8.36,433,01:31:41,64,85,118,184,0 days 00:10:58,0 days 00:05:54,196,186,0.65,0.0,0.0,0.0,0.0,0.0,1:31:41,0:00,0.0,0:00,No,04:29.15,9,0.0,0,garmin,0,23.444976076555026,0.3657142857142857,8.024316109422491,5.47112462006079,8.024395215096519,21.941705666279542
12,12,2020-04-21,Running,False,Philadelphia Running,8.02,643,01:08:59,154,184,200,208,0 days 00:08:36,0 days 00:00:57,134,137,0.94,0.0,0.0,0.0,0.0,0.0,1:08:59,0:00,0.0,0:00,No,00:18.89,9,0.0,0,garmin,0,16.708229426433917,0.88,10.232558139534882,6.976744186046512,10.232609372106182,11.627965195575207
13,13,2020-04-22,Running,False,Philadelphia Running,8.0,617,01:09:45,150,172,198,204,0 days 00:08:43,0 days 00:00:49,179,179,0.93,0.0,0.0,0.0,0.0,0.0,1:09:45,0:00,0.0,0:00,No,08:10.16,8,0.0,0,garmin,0,22.375,0.8571428571428571,10.095602294455066,6.8833652007648185,10.095692942518646,11.77830843293842
14,14,2020-04-23,Running,False,Philadelphia Running,8.08,660,01:12:25,154,176,192,212,0 days 00:08:58,0 days 00:04:14,165,163,0.93,0.0,0.0,0.0,0.0,0.0,1:12:25,0:00,0.0,0:00,No,01:08.44,9,0.0,0,garmin,0,20.42079207920792,0.88,9.814126394052044,6.691449814126394,9.814199794269905,11.1524997662158
15,15,2020-04-25,Running,False,Philadelphia Running,15.24,745,02:13:51,137,164,192,212,0 days 00:08:47,0 days 00:03:15,532,539,0.95,0.0,0.0,0.0,0.0,0.0,2:13:51,0:00,0.0,0:00,No,02:03.75,16,0.0,0,garmin,0,34.90813648293963,0.7828571428571428,10.01897533206831,6.83111954459203,10.019194296740563,12.798240889997071
16,16,2020-04-26,Running,False,Philadelphia Running,0.06,14,00:01:47.1,134,140,118,118,0 days 00:29:05,0 days 00:06:39,0,0,0.47,0.0,0.0,0.0,0.0,0.0,1:47.1,0:00,0.0,0:00,No,00:00.00,1,0.0,0,garmin,0,0.0,0.7657142857142857,3.0257879656160456,2.0630372492836675,3.0257879656160456,3.9515887610657314
17,17,2020-04-26,Running,False,Philadelphia Running,1.64,344,00:41:32,150,190,148,212,0 days 00:25:24,0 days 00:00:25,31,28,0.43,0.0,0.0,0.0,0.0,0.0,41:32,0:00,0.0,0:00,No,19:10.25,2,0.0,0,garmin,0,18.902439024390244,0.8571428571428571,3.4645669291338583,2.362204724409449,3.4645891307921888,4.042020652590887
18,18,2020-04-27,Running,False,Philadelphia Running,7.99,814,01:07:44,189,195,196,212,0 days 00:08:29,0 days 00:05:29,91,104,0.97,0.0,0.0,0.0,0.0,0.0,1:07:44,0:00,0.0,0:00,No,07:35.15,8,0.0,0,garmin,0,11.389236545682103,1.08,10.37328094302554,7.072691552062869,10.373305075787009,9.604912107210193
19,19,2020-04-28,Running,False,Philadelphia Running,7.98,567,01:07:02,152,190,196,202,0 days 00:08:24,0 days 00:00:50,169,172,0.97,0.0,0.0,0.0,0.0,0.0,1:07:02,0:00,0.0,0:00,No,07:47.81,8,0.0,0,garmin,0,21.17794486215539,0.8685714285714285,10.476190476190474,7.142857142857142,10.476274745886077,12.061500529803048
20,20,2020-04-29,Running,False,Philadelphia Running,8.0,663,01:05:57,170,203,196,206,0 days 00:08:14,0 days 00:02:00,154,160,1.0,0.0,0.0,0.0,0.0,0.0,1:05:57,0:00,0.0,0:00,No,00:02.61,9,0.0,0,garmin,0,19.25,0.9714285714285714,10.68825910931174,7.287449392712551,10.688330143783856,11.002692795071617
21,21,2020-05-01,Running,False,Philadelphia Running,14.85,803,02:12:45,140,161,194,212,0 days 00:08:56,0 days 00:03:47,570,576,0.93,0.0,0.0,0.0,0.0,0.0,2:12:45,0:00,0.0,0:00,No,07:45.87,15,0.0,0,garmin,0,38.38383838383839,0.8,9.850746268656716,6.716417910447761,9.851006561578485,12.313758201973105
22,22,2020-05-02,Running,False,Philadelphia Running,7.11,449,01:01:51,135,170,194,204,0 days 00:08:42,0 days 00:01:10,124,126,0.95,0.0,0.0,0.0,0.0,0.0,1:01:51,0:00,0.0,0:00,No,01:16.38,8,0.0,0,garmin,0,17.440225035161742,0.7714285714285715,10.114942528735632,6.8965517241379315,10.114997707067017,13.112034064716504
23,23,2020-05-03,Running,False,Philadelphia Running,10.05,818,01:31:30,152,155,188,202,0 days 00:09:06,0 days 00:00:26,252,244,0.94,0.0,0.0,0.0,0.0,0.0,1:31:30,0:00,0.0,0:00,No,00:28.55,11,0.0,0,garmin,0,25.07462686567164,0.8685714285714285,9.67032967032967,6.593406593406594,9.670438716382149,11.133728785308396
24,24,2020-05-04,Running,False,Philadelphia Running,7.04,551,01:01:22,154,200,196,204,0 days 00:08:43,0 days 00:01:28,157,160,0.94,0.0,0.0,0.0,0.0,0.0,1:01:22,0:00,0.0,0:00,No,00:27.69,8,0.0,0,garmin,0,22.301136363636363,0.88,10.095602294455066,6.8833652007648185,10.095692345020176,11.472377664795655
25,25,2020-05-05,Running,False,Philadelphia Running,7.1,722,01:00:18,188,210,194,202,0 days 00:08:30,0 days 00:00:51,169,175,0.97,0.0,0.0,0.0,0.0,0.0,1:00:18,0:00,0.0,0:00,No,01:01.35,8,0.0,0,garmin,0,23.802816901408452,1.0742857142857143,10.352941176470587,7.0588235294117645,10.353046377602094,9.637144234470036
26,26,2020-05-06,Running,False,Philadelphia Running,6.97,401,01:04:02,130,151,194,202,0 days 00:09:11,0 days 00:01:39,174,179,0.9,0.0,0.0,0.0,0.0,0.0,1:04:02,0:00,0.0,0:00,No,08:22.68,7,0.0,0,garmin,0,24.96413199426112,0.7428571428571429,9.582577132486387,6.533575317604355,9.58268423878131,12.899767244513301
27,27,2020-05-07,Running,False,Philadelphia Running,3.56,208,00:28:42,131,149,198,214,0 days 00:08:03,0 days 00:01:13,116,120,1.01,0.0,0.0,0.0,0.0,0.0,28:42,0:00,0.0,0:00,No,04:39.97,4,0.0,0,garmin,0,32.58426966292135,0.7485714285714286,10.931677018633538,7.453416149068322,10.931885180320428,14.603663408825
28,28,2020-05-09,Running,False,Philadelphia Running,50.01,"4,299",08:24:38,169,205,186,234,0 days 00:10:05,0 days 00:02:34,1854,"1,845",0.86,0.0,0.0,0.0,0.0,0.0,8:24:38,0:00,0.0,0:00,No,00:03.27,51,0.0,0,garmin,1,37.07258548290342,0.9657142857142857,8.727272727272727,5.950413223140496,8.727487847429247,9.037339486982948
