,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,14,2020-05-28,Running,False,Longmont Running,8.0,"1,008",01:16:54,151,166,3.4,161,187,0 days 00:09:36,0 days 00:06:42,164,161,1.04,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:16:54,0:00,77.0,0:00,No,00:01.57,9,0.0,14,14,14,12,garmin,0,20.5,0.8830409356725146,9.166666666666666,6.25,9.166735757381144,10.380872943789242
11,15,2020-05-29,Running,False,Longmont Running,6.2,737,00:55:32,148,175,3.1,170,226,0 days 00:08:57,0 days 00:07:03,154,138,1.06,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,55:32,0:00,69.8,0:00,No,01:32.15,7,0.0,16,16,16,12,garmin,0,24.838709677419356,0.8654970760233918,9.832402234636872,6.703910614525141,9.83251103177111,11.360536394816622
12,16,2020-05-30,Running,False,Jefferson County Running,18.0,"2,749",04:08:11,148,178,4.4,130,249,0 days 00:13:47,0 days 00:06:21,3491,"3,491",0.9,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4:08:11,0:00,71.6,0:00,No,00:02.52,19,0.0,20,20,20,12,garmin,0,193.94444444444446,0.8654970760233918,6.384522370012092,4.353083434099154,6.3888280211909105,7.381686429889498
13,18,2020-05-31,Running,False,Boulder Running,8.31,"1,245",02:00:27,140,174,3.2,119,229,0 days 00:14:29,0 days 00:07:21,1496,"1,440",0.9,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:00:27,0:00,86.0,0:00,No,02:39.23,9,0.0,16,16,16,12,garmin,0,180.0240673886883,0.8187134502923976,6.075949367088608,4.142692750287687,6.079479989575098,7.425650558695299
14,20,2020-06-02,Running,False,Longmont Running,8.2,837,01:10:07,142,160,2.9,173,223,0 days 00:08:33,0 days 00:06:44,174,174,1.09,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:10:07,0:00,75.2,0:00,No,01:36.57,9,0.0,18,18,18,12,garmin,0,21.219512195121954,0.8304093567251462,10.292397660818713,7.017543859649122,10.292480777415921,12.394466288296638
15,21,2020-06-03,Running,False,Longmont Running,3.69,406,00:31:13,140,152,2.4,173,187,0 days 00:08:28,0 days 00:07:23,69,72,1.1,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,31:13,0:00,87.8,0:00,No,05:29.46,4,0.0,17,17,17,12,garmin,0,18.69918699186992,0.8187134502923976,10.393700787401574,7.086614173228346,10.393765967716867,12.695242717711317
16,22,2020-06-04,Running,False,Longmont Running,2.21,282,00:18:51,153,170,2.7,180,191,0 days 00:08:31,0 days 00:07:13,118,128,1.04,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,18:51,0:00,80.6,0:00,No,01:42.79,3,0.0,16,16,16,12,garmin,0,53.39366515837104,0.8947368421052632,10.332681017612524,7.045009784735812,10.333209321183759,11.548881006028907
17,23,2020-06-04,Running,False,Longmont Running,10.11,"1,231",01:31:57,147,162,3.2,172,191,0 days 00:09:06,0 days 00:07:50,249,223,1.03,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:31:57,0:00,73.4,0:00,No,01:02.88,11,0.0,17,17,17,12,garmin,0,24.629080118694365,0.8596491228070176,9.67032967032967,6.593406593406594,9.670434875591058,11.249281385891639
18,24,2020-06-05,Running,False,Longmont Running,10.26,"1,122",01:27:45,148,170,3.3,177,193,0 days 00:08:33,0 days 00:06:59,292,289,1.06,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:27:45,0:00,75.2,0:00,No,02:00.82,11,0.0,16,16,16,12,garmin,0,28.460038986354775,0.8654970760233918,10.292397660818713,7.017543859649122,10.292547176430974,11.892064643038491
19,25,2020-06-05,Running,False,Longmont Running,4.0,381,00:37:42,127,138,1.8,171,191,0 days 00:09:25,0 days 00:07:55,125,102,1.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,37:42,0:00,78.8,0:00,No,00:02.44,5,0.0,13,13,13,12,garmin,0,31.25,0.7426900584795322,9.345132743362832,6.371681415929204,9.345296418937393,12.583036910537748
20,26,2020-06-06,Running,False,Boulder Running,6.04,849,01:36:49,115,166,2.4,112,249,0 days 00:16:01,0 days 00:06:03,1864,"1,824",0.87,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:36:49,0:00,68.0,0:00,No,00:42.15,7,0.0,14,14,14,12,garmin,0,308.6092715231788,0.672514619883041,5.494276795005203,3.746097814776275,5.5036537146033355,8.18369378432322
21,27,2020-06-06,Running,False,Longmont Running,10.0,"1,046",01:45:23,133,154,2.6,154,199,0 days 00:10:32,0 days 00:07:53,387,318,0.99,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:45:23,0:00,82.4,0:00,No,00:02.85,11,0.0,14,14,14,12,garmin,0,38.7,0.7777777777777778,8.354430379746836,5.69620253164557,8.35465478607561,10.741699010668642
22,28,2020-06-07,Running,False,Longmont Running,15.58,"1,815",02:32:32,145,167,3.7,158,240,0 days 00:09:48,0 days 00:07:07,361,328,1.05,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:32:32,0:00,77.0,0:00,No,05:21.98,16,0.0,19,19,19,12,garmin,0,23.170731707317074,0.847953216374269,8.979591836734693,6.122448979591836,8.979678300901723,10.589827513477204
23,29,2020-06-09,Running,False,Longmont Running,10.01,"1,355",01:30:53,161,185,4.4,172,195,0 days 00:09:05,0 days 00:07:18,463,456,1.03,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:30:53,0:00,62.6,0:00,No,00:02.03,11,0.0,21,21,21,12,garmin,0,46.25374625374626,0.9415204678362573,9.688073394495412,6.605504587155963,9.688445122324005,10.290211900108105
24,30,2020-06-10,Running,False,Longmont Running,8.01,922,01:07:52,154,174,3.5,175,195,0 days 00:08:29,0 days 00:06:51,200,190,1.08,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:07:52,0:00,62.6,0:00,No,00:02.14,9,0.0,14,14,14,12,garmin,0,24.968789013732835,0.9005847953216374,10.37328094302554,7.072691552062869,10.373396930430168,11.518512175997135
25,31,2020-06-10,Running,False,Longmont Running,3.72,426,00:32:08,141,155,2.5,182,240,0 days 00:08:38,0 days 00:06:22,92,72,1.03,8.3,8.7,233,48.4% L / 51.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,32:08,0:00,78.8,0:00,No,05:40.30,4,0.0,36,14,47,12,garmin,0,24.731182795698924,0.8245614035087719,10.193050193050192,6.94980694980695,10.193162006414498,12.36191988011971
26,32,2020-06-11,Running,False,Longmont Running,10.0,"1,111",01:22:49,149,163,3.3,180,233,0 days 00:08:17,0 days 00:06:58,230,236,1.08,8.0,8.9,231,48.7% L / 51.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:22:49,0:00,62.6,0:00,No,00:02.38,11,0.0,32,19,43,12,garmin,0,23.0,0.8713450292397661,10.62374245472837,7.2434607645875255,10.62384324840912,12.192464399180936
27,33,2020-06-11,Running,False,Boulder County Running,4.0,522,00:36:47,147,163,2.8,170,211,0 days 00:09:12,0 days 00:05:17,358,344,1.04,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,36:47,0:00,82.4,0:00,No,00:01.81,5,0.0,18,18,18,12,garmin,0,89.5,0.8596491228070176,9.565217391304348,6.521739130434783,9.566591470872105,11.128483955912449
28,34,2020-06-12,Running,False,Longmont Running,3.16,355,00:29:59,133,151,2.0,171,191,0 days 00:09:30,0 days 00:07:51,128,112,0.99,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,29:59,0:00,82.4,0:00,No,01:19.14,4,0.0,18,18,18,12,garmin,0,40.506329113924046,0.7777777777777778,9.26315789473684,6.315789473684211,9.263430478893792,11.910124901434875
29,35,2020-06-13,Running,False,Boulder County Running,13.01,"1,963",02:52:15,146,171,3.8,139,246,0 days 00:13:14,0 days 00:07:46,2664,"2,635",0.87,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:52:15,0:00,69.8,0:00,No,00:03.70,14,0.0,11,11,11,12,garmin,0,204.76556495003842,0.8538011695906432,6.649874055415617,4.534005037783375,6.654872860757284,7.794405884859559
30,36,2020-06-16,Running,False,Longmont Running,7.68,899,01:16:08,146,185,3.1,160,256,0 days 00:09:55,0 days 00:06:12,554,561,1.0,7.8,7.8,253,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:16:08,0:00,78.8,0:00,No,01:34.62,23,0.0,32,14,42,12,garmin,0,72.13541666666667,0.8538011695906432,8.873949579831933,6.050420168067228,8.87477770491954,10.394431421515351
31,37,2020-06-17,Running,False,Longmont Running,8.29,953,01:18:01,142,156,3.0,172,248,0 days 00:09:25,0 days 00:07:11,112,102,1.0,8.8,8.9,243,48.8% L / 51.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:18:01,0:00,71.6,0:00,No,02:57.34,9,0.0,32,18,46,12,garmin,0,13.510253317249699,0.8304093567251462,9.345132743362832,6.371681415929204,9.345163335788069,11.253682608589859
32,46,2020-06-25,Running,False,Boulder County Running,10.31,"1,445",01:58:40,148,165,3.5,165,256,0 days 00:11:30,0 days 00:08:02,974,"1,007",0.86,10.0,8.6,278,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:58:40,0:00,69.8,0:00,No,02:52.57,11,0.0,31,12,40,12,garmin,0,94.4713870029098,0.8654970760233918,7.652173913043478,5.217391304347826,7.653398678193429,8.842778202507272
33,51,2020-06-28,Running,False,Boulder Running,7.44,"1,206",02:46:17,115,157,2.4,96,246,0 days 00:22:22,0 days 00:07:51,3353,"3,294",0.73,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:46:17,0:00,66.2,0:00,No,05:54.13,8,0.0,13,13,13,12,garmin,0,450.67204301075265,0.672514619883041,3.9344262295081966,2.682563338301043,3.948732154769852,5.871593030136041
34,55,2020-07-07,Running,False,Boulder County Running,3.0,404,00:30:08,146,171,2.7,169,206,0 days 00:10:02,0 days 00:05:40,430,423,0.95,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,30:08,0:00,82.4,0:00,No,00:02.16,4,0.0,15,15,15,12,garmin,0,143.33333333333334,0.8538011695906432,8.770764119601328,5.980066445182724,8.773995246413671,10.276391692717382
35,56,2020-07-08,Running,False,Boulder Running,2.59,427,00:49:32,124,154,2.1,100,235,0 days 00:19:05,0 days 00:08:57,1227,"1,220",0.85,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,49:32,0:00,71.6,0:00,No,09:10.98,3,0.0,16,16,16,12,garmin,0,473.74517374517376,0.7251461988304093,4.611353711790393,3.14410480349345,4.62987830797914,6.384751537616395
36,57,2020-07-09,Running,False,Longmont Running,2.33,273,00:19:45,146,164,2.6,166,191,0 days 00:08:29,0 days 00:06:58,66,49,1.14,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,19:45,0:00,69.8,0:00,No,02:25.16,3,0.0,13,13,13,12,garmin,0,28.326180257510728,0.8538011695906432,10.37328094302554,7.072691552062869,10.373430219442973,12.149702517292798
37,58,2020-07-11,Running,True,Lemhi County Running,60.68,"8,760",16:54:37,140,189,5.0,117,254,0 days 00:16:43,0 days 00:05:38,11240,"13,189",0.81,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,16:54:37,0:00,46.4,0:00,No,08:14.77,61,0.0,17,17,17,12,garmin,1,185.2340145023072,0.8187134502923976,5.264207377866401,3.589232303090728,5.267445871595967,6.433808886020789
38,62,2020-07-19,Running,False,Newport Beach Running,11.51,"1,463",02:06:44,145,185,3.8,143,235,0 days 00:11:01,0 days 00:07:19,1860,"1,913",1.02,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:06:44,0:00,69.8,0:00,No,04:55.49,12,0.0,15,15,15,12,garmin,0,161.59860990443093,0.847953216374269,7.987897125567321,5.446293494704992,7.991637440720104,9.424620705952675
39,64,2020-07-21,Running,False,Santa Clarita Running,6.21,675,00:58:37,138,178,2.9,151,224,0 days 00:09:26,0 days 00:05:43,328,331,1.12,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,58:37,0:00,73.4,0:00,No,02:59.96,13,0.0,14,14,14,12,garmin,0,52.81803542673108,0.8070175438596491,9.328621908127207,6.360424028268551,9.329088646248017,11.559957670350805
40,69,2020-07-28,Running,False,Running,7.55,"1,490",02:59:27,132,172,3.2,104,256,0 days 00:23:47,0 days 00:06:09,3205,"3,215",0.69,13.3,8.9,487,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:59:27,0:00,68.0,0:00,No,02:59.90,10,0.0,28,12,42,12,garmin,0,424.50331125827813,0.7719298245614035,3.700070077084793,2.5227750525578134,3.712009247733386,4.808739252745523
41,70,2020-07-29,Running,False,Boulder County Running,5.21,738,01:09:13,135,172,2.9,133,256,0 days 00:13:16,0 days 00:05:53,1270,"1,263",0.87,11.9,9.7,363,49.2% L / 50.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:09:13,0:00,68.0,0:00,No,01:09:12.74,1,0.0,31,14,44,12,garmin,0,243.7619961612284,0.7894736842105263,6.633165829145727,4.522613065326633,6.640231018091078,8.410959289582031
42,72,2020-07-31,Running,False,Boulder County Running,5.0,561,00:44:32,143,162,3.0,178,256,0 days 00:08:54,0 days 00:06:29,440,430,1.02,8.9,9.2,245,49.3% L / 50.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,44:32,0:00,59.0,0:00,No,00:02.01,6,0.0,33,12,46,12,garmin,0,88.0,0.8362573099415205,9.887640449438202,6.741573033707865,9.889013637480296,11.825324000063851
43,74,2020-08-02,Running,False,Lake County Running,14.14,"2,214",04:11:10,136,158,3.3,122,256,0 days 00:17:46,0 days 00:07:21,4875,"4,856",0.75,12.6,9.1,413,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4:11:10,0:00,53.6,0:00,No,04:43.89,15,0.0,31,11,45,12,garmin,0,344.7666195190948,0.7953216374269005,4.953095684803002,3.377110694183865,4.963643611807317,6.24105189425773
44,76,2020-08-04,Running,False,Boulder County Running,6.82,733,01:07:51,143,172,3.1,163,211,0 days 00:09:57,0 days 00:06:42,679,653,0.99,8.9,9.0,265,49.2% L / 50.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:07:51,0:00,64.4,0:00,No,02:59.66,11,0.0,33,14,44,12,garmin,0,99.56011730205279,0.8362573099415205,8.844221105527637,6.030150753768845,8.845793255424375,10.577836690052925
45,80,2020-08-06,Running,False,Boulder County Running,5.35,761,01:41:40,117,164,2.4,98,248,0 days 00:19:01,0 days 00:07:16,2395,"2,388",0.87,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:41:40,0:00,66.2,0:00,No,06:01.31,7,0.0,22,22,22,12,garmin,0,447.6635514018692,0.6842105263157895,4.627519719544259,3.15512708150745,4.64412229748392,6.787563357861113
46,81,2020-08-07,Running,False,Boulder County Running,9.37,"1,178",01:45:11,144,161,3.2,156,256,0 days 00:11:13,0 days 00:06:52,1503,"1,529",0.93,10.1,9.4,309,49.2% L / 50.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:45:11,0:00,68.0,0:00,No,01:45:10.66,1,0.0,32,15,41,12,garmin,0,160.40554962646746,0.8421052631578947,7.845468053491826,5.349182763744428,7.849087645538669,9.32079157907717
47,82,2020-08-08,Running,False,Lake County Running,13.42,"2,264",04:37:06,137,154,3.3,108,256,0 days 00:20:39,0 days 00:08:04,4432,"4,406",0.74,12.5,9.1,454,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4:37:06,0:00,51.8,0:00,No,04:37:06.28,1,0.0,31,11,44,12,garmin,0,330.25335320417287,0.8011695906432749,4.261501210653753,2.9055690072639226,4.269829102988267,5.329494719788276
48,83,2020-08-09,Running,False,Chaffee County Running,14.01,"2,812",07:21:59,110,166,3.0,73,230,0 days 00:31:33,0 days 00:09:06,7090,"7,064",0.71,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,7:21:59,0:00,51.8,0:00,No,00:00.80,4,0.0,16,16,16,12,garmin,0,506.0670949321913,0.6432748538011696,2.7892234548335972,1.901743264659271,2.8020057157589315,4.35584524904343
49,86,2020-08-13,Running,False,Boulder Running,2.5,468,00:59:33,128,181,2.3,83,194,0 days 00:23:51,0 days 00:11:14,1220,"1,214",0.81,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,59:33,0:00,82.4,0:00,No,59:32.63,1,0.0,17,17,17,12,garmin,0,488.0,0.7485380116959064,3.6897274633123684,2.5157232704402515,3.7054532212721756,4.950253912793297
50,88,2020-08-15,Running,True,Larimer County Running,25.37,"3,379",05:19:08,157,175,5.0,147,256,0 days 00:12:35,0 days 00:06:35,5210,"5,151",0.87,11.1,9.6,349,49.0% L / 51.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5:19:08,0:00,69.8,0:00,No,46:48.59,2,0.0,34,12,45,12,garmin,1,205.36066219944817,0.9181286549707602,6.993377483443707,4.768211920529801,6.998665094364257,7.622749879848968
